Geneid	gene_name	SRR6780155_1Aligned.sortedByCoord.out.bam
gene-Trnak-cuu-4	Trnak-cuu	0
gene-LOC107071426	LOC107071426	1
gene-LOC107071429	LOC107071429	307
gene-LOC107071430	LOC107071430	23
gene-Trnar-ccu-3	Trnar-ccu	0
gene-LOC107071427	LOC107071427	59
gene-LOC107071431	LOC107071431	137
gene-LOC107071433	LOC107071433	109
gene-LOC107071434	LOC107071434	19
gene-LOC107071432	LOC107071432	36
gene-LOC107071435	LOC107071435	62
gene-LOC107071436	LOC107071436	51
gene-LOC107071438	LOC107071438	564
gene-LOC107071437	LOC107071437	0
gene-LOC107071467	LOC107071467	165
gene-LOC107071465	LOC107071465	8
gene-LOC107071466	LOC107071466	160
gene-LOC107071456	LOC107071456	11
gene-LOC107071458	LOC107071458	62
gene-LOC107071459	LOC107071459	19
gene-LOC107071457	LOC107071457	437
gene-LOC107071461	LOC107071461	22
gene-LOC107071460	LOC107071460	732
gene-LOC107071450	LOC107071450	234
gene-LOC107071451	LOC107071451	185
gene-LOC107071452	LOC107071452	8
gene-LOC107071453	LOC107071453	987
gene-LOC107071464	LOC107071464	238
gene-LOC107071463	LOC107071463	26
gene-LOC107071462	LOC107071462	47
gene-LOC107071455	LOC107071455	839
gene-LOC107071440	LOC107071440	175
gene-LOC107071441	LOC107071441	89
gene-LOC107071443	LOC107071443	74
gene-LOC107071442	LOC107071442	1311
gene-LOC107071410	LOC107071410	0
gene-LOC107071411	LOC107071411	0
gene-LOC107071412	LOC107071412	0
gene-LOC107071473	LOC107071473	208
gene-LOC107071478	LOC107071478	245
gene-LOC107071479	LOC107071479	54
gene-LOC107071477	LOC107071477	197
gene-LOC107071482	LOC107071482	98
gene-LOC107071481	LOC107071481	166
gene-LOC107071474	LOC107071474	259
gene-LOC107071476	LOC107071476	8
gene-LOC107071468	LOC107071468	4
gene-LOC107071469	LOC107071469	0
gene-LOC107071470	LOC107071470	0
gene-LOC107071480	LOC107071480	0
gene-LOC107071471	LOC107071471	0
gene-LOC107071472	LOC107071472	0
gene-LOC107071503	LOC107071503	474
gene-LOC107071504	LOC107071504	2
gene-LOC107071510	LOC107071510	43
gene-LOC107071492	LOC107071492	97
gene-LOC107071496	LOC107071496	18
gene-LOC107071494	LOC107071494	109
gene-LOC107071493	LOC107071493	39
gene-LOC107071506	LOC107071506	336
gene-LOC107071512	LOC107071512	72
gene-LOC107071516	LOC107071516	57
gene-LOC107071515	LOC107071515	57
gene-LOC107071483	LOC107071483	90
gene-LOC107071509	LOC107071509	37
gene-LOC107071484	LOC107071484	4
gene-LOC107071490	LOC107071490	3946
gene-Trnaa-ggc-3	Trnaa-ggc	0
gene-Trnaa-ggc-4	Trnaa-ggc	0
gene-Trnaa-ggc-5	Trnaa-ggc	0
gene-LOC107071491	LOC107071491	101
gene-LOC107071488	LOC107071488	339
gene-LOC107071485	LOC107071485	2
gene-LOC107071508	LOC107071508	254
gene-LOC107071513	LOC107071513	80
gene-LOC107071507	LOC107071507	209
gene-LOC107071497	LOC107071497	28
gene-LOC107071498	LOC107071498	102
gene-LOC107071502	LOC107071502	0
gene-LOC107071500	LOC107071500	69
gene-LOC107071499	LOC107071499	74
gene-Trnaa-ggc-6	Trnaa-ggc	0
gene-LOC107071514	LOC107071514	15
gene-LOC107071486	LOC107071486	8
gene-LOC107071487	LOC107071487	3
gene-LOC107071534	LOC107071534	10
gene-LOC107071528	LOC107071528	19
gene-LOC107071527	LOC107071527	67
gene-LOC107071526	LOC107071526	206
gene-LOC107071529	LOC107071529	186
gene-LOC107071531	LOC107071531	207
gene-LOC107071524	LOC107071524	389
gene-LOC107071525	LOC107071525	151
gene-LOC107071517	LOC107071517	224
gene-LOC107071521	LOC107071521	169
gene-LOC107071523	LOC107071523	98
gene-LOC107071522	LOC107071522	32
gene-LOC107071520	LOC107071520	64
gene-LOC107071533	LOC107071533	123
gene-LOC107071532	LOC107071532	182
gene-LOC107071519	LOC107071519	6
gene-LOC107071577	LOC107071577	360
gene-LOC107071598	LOC107071598	52
gene-LOC107071593	LOC107071593	211
gene-LOC107071566	LOC107071566	281
gene-LOC107071578	LOC107071578	25
gene-LOC107071581	LOC107071581	6
gene-LOC107071580	LOC107071580	7
gene-LOC107071579	LOC107071579	167
gene-LOC107071536	LOC107071536	220
gene-LOC107071540	LOC107071540	57
gene-LOC107071538	LOC107071538	32
gene-LOC107071537	LOC107071537	93
gene-LOC107071541	LOC107071541	179
gene-LOC107071542	LOC107071542	2053
gene-Trnad-guc-7	Trnad-guc	10
gene-Trnag-gcc-4	Trnag-gcc	37
gene-Trnag-gcc-5	Trnag-gcc	10
gene-LOC107071543	LOC107071543	450
gene-LOC107071544	LOC107071544	876
gene-LOC107071545	LOC107071545	21
gene-LOC107071546	LOC107071546	868
gene-LOC107071582	LOC107071582	380
gene-LOC107071591	LOC107071591	244
gene-LOC107071594	LOC107071594	845
gene-LOC107071563	LOC107071563	1103
gene-LOC107071565	LOC107071565	29
gene-LOC107071564	LOC107071564	72
gene-LOC107071588	LOC107071588	84
gene-LOC107071589	LOC107071589	10
gene-LOC107071590	LOC107071590	380
gene-LOC107071585	LOC107071585	12699
gene-LOC107071583	LOC107071583	254
gene-LOC107071596	LOC107071596	424
gene-LOC107071559	LOC107071559	151
gene-LOC107071560	LOC107071560	712
gene-LOC107071535	LOC107071535	45
gene-LOC107071561	LOC107071561	37
gene-LOC107071562	LOC107071562	129
gene-LOC107071595	LOC107071595	79
gene-LOC107071569	LOC107071569	155
gene-LOC107071568	LOC107071568	143
gene-LOC107071571	LOC107071571	15
gene-LOC107071572	LOC107071572	955
gene-LOC107071547	LOC107071547	581
gene-LOC107071548	LOC107071548	129
gene-LOC107071551	LOC107071551	636
gene-LOC107071550	LOC107071550	710
gene-LOC107071553	LOC107071553	76
gene-LOC107071552	LOC107071552	63
gene-LOC107071554	LOC107071554	672
gene-LOC107071574	LOC107071574	223
gene-LOC107071573	LOC107071573	34
gene-LOC107071575	LOC107071575	238
gene-LOC107071576	LOC107071576	12
gene-LOC107071592	LOC107071592	658
gene-LOC107071587	LOC107071587	102
gene-LOC107071586	LOC107071586	460
gene-LOC107071558	LOC107071558	6
gene-LOC107071556	LOC107071556	49
gene-LOC107071555	LOC107071555	1502
gene-LOC107071557	LOC107071557	11
gene-LOC107071660	LOC107071660	124
gene-LOC107071599	LOC107071599	0
gene-LOC107071622	LOC107071622	292
gene-LOC107071620	LOC107071620	6
gene-LOC107071621	LOC107071621	497
gene-LOC107071623	LOC107071623	444
gene-LOC107071600	LOC107071600	282
gene-LOC107071625	LOC107071625	3044
gene-LOC107071624	LOC107071624	343
gene-LOC107071626	LOC107071626	263
gene-LOC107071627	LOC107071627	50
gene-LOC107071619	LOC107071619	3106
gene-LOC107071617	LOC107071617	575
gene-LOC107071618	LOC107071618	195
gene-LOC107071634	LOC107071634	62
gene-LOC107071635	LOC107071635	74
gene-LOC107071633	LOC107071633	1014
gene-LOC107071641	LOC107071641	733
gene-LOC107071642	LOC107071642	242
gene-LOC107071646	LOC107071646	119
gene-LOC107071647	LOC107071647	68
gene-LOC107071650	LOC107071650	4
gene-LOC107071648	LOC107071648	18
gene-LOC107071649	LOC107071649	9
gene-LOC107071601	LOC107071601	1
gene-LOC107071629	LOC107071629	772
gene-LOC107071603	LOC107071603	34
gene-LOC107071614	LOC107071614	472
gene-LOC107071616	LOC107071616	115
gene-LOC107071602	LOC107071602	0
gene-LOC107071615	LOC107071615	153
gene-LOC107071659	LOC107071659	84
gene-LOC107071636	LOC107071636	200
gene-LOC107071638	LOC107071638	250
gene-LOC107071637	LOC107071637	237
gene-LOC107071639	LOC107071639	117
gene-LOC107071651	LOC107071651	350
gene-LOC107071652	LOC107071652	164
gene-LOC107071630	LOC107071630	402
gene-LOC107071631	LOC107071631	92
gene-LOC107071609	LOC107071609	729
gene-LOC107071613	LOC107071613	616
gene-LOC107071612	LOC107071612	70
gene-LOC107071611	LOC107071611	177
gene-LOC107071604	LOC107071604	319
gene-LOC107071606	LOC107071606	25
gene-LOC107071607	LOC107071607	348
gene-LOC107071608	LOC107071608	147
gene-LOC107071662	LOC107071662	89
gene-LOC107071632	LOC107071632	902
gene-LOC107071661	LOC107071661	122
gene-LOC107071658	LOC107071658	124
gene-LOC107071643	LOC107071643	34
gene-LOC107071645	LOC107071645	144
gene-LOC107071644	LOC107071644	164
gene-LOC107071653	LOC107071653	1069
gene-LOC107071654	LOC107071654	52
gene-LOC107071657	LOC107071657	3
gene-LOC107071663	LOC107071663	336
gene-LOC107071670	LOC107071670	224
gene-LOC107071672	LOC107071672	180
gene-LOC107071671	LOC107071671	322
gene-LOC107071669	LOC107071669	194
gene-LOC107071667	LOC107071667	22
gene-LOC107071665	LOC107071665	116
gene-LOC107071664	LOC107071664	56
gene-LOC107071668	LOC107071668	561
gene-LOC107071673	LOC107071673	2
gene-LOC107071677	LOC107071677	71
gene-LOC107071674	LOC107071674	3
gene-LOC107071679	LOC107071679	3
gene-LOC107071675	LOC107071675	0
gene-LOC107071691	LOC107071691	98
gene-LOC107071680	LOC107071680	5
gene-LOC107071683	LOC107071683	75
gene-LOC107071681	LOC107071681	384
gene-LOC107071682	LOC107071682	10880
gene-LOC107071685	LOC107071685	134
gene-LOC107071684	LOC107071684	193
gene-LOC107071686	LOC107071686	17
gene-LOC107071689	LOC107071689	472
gene-LOC107071690	LOC107071690	69
gene-LOC107071687	LOC107071687	2102
gene-LOC107071676	LOC107071676	1
gene-LOC107071704	LOC107071704	37
gene-LOC107071700	LOC107071700	379
gene-LOC107071701	LOC107071701	14
gene-LOC107071696	LOC107071696	1087
gene-LOC107071697	LOC107071697	380
gene-LOC107071699	LOC107071699	156
gene-LOC107071695	LOC107071695	3
gene-LOC107071692	LOC107071692	39
gene-LOC107071702	LOC107071702	360
gene-LOC107071693	LOC107071693	0
gene-LOC107071703	LOC107071703	248
gene-LOC107071694	LOC107071694	219
gene-LOC107071706	LOC107071706	846
gene-LOC107071713	LOC107071713	845
gene-LOC107071714	LOC107071714	90
gene-LOC107071715	LOC107071715	9
gene-LOC107071707	LOC107071707	0
gene-LOC107071712	LOC107071712	24
gene-LOC107071708	LOC107071708	251
gene-LOC107071709	LOC107071709	1056
gene-LOC107071711	LOC107071711	6245
gene-LOC107071721	LOC107071721	155
gene-LOC107071717	LOC107071717	11
gene-LOC107071719	LOC107071719	269
gene-LOC107071720	LOC107071720	149
gene-LOC107071716	LOC107071716	955
gene-Trnai-uau-3	Trnai-uau	0
gene-Trnal-uaa-2	Trnal-uaa	0
gene-LOC107071756	LOC107071756	129
gene-LOC107071755	LOC107071755	179
gene-LOC107071747	LOC107071747	119
gene-LOC107071748	LOC107071748	87
gene-LOC107071728	LOC107071728	2909
gene-LOC107071752	LOC107071752	708
gene-LOC107071745	LOC107071745	593
gene-LOC107071746	LOC107071746	59
gene-LOC107071744	LOC107071744	191
gene-LOC107071757	LOC107071757	66
gene-LOC107071722	LOC107071722	118
gene-LOC107071754	LOC107071754	174
gene-LOC107071753	LOC107071753	135
gene-LOC107071729	LOC107071729	13
gene-LOC107071730	LOC107071730	72
gene-LOC107071731	LOC107071731	4
gene-LOC107071732	LOC107071732	28
gene-LOC107071734	LOC107071734	101
gene-LOC107071735	LOC107071735	138
gene-LOC107071736	LOC107071736	83
gene-LOC107071737	LOC107071737	54
gene-LOC107071725	LOC107071725	523
gene-LOC107071724	LOC107071724	958
gene-LOC107071726	LOC107071726	4
gene-LOC107071727	LOC107071727	398
gene-LOC107071758	LOC107071758	73
gene-LOC107071749	LOC107071749	56
gene-LOC107071750	LOC107071750	25
gene-LOC107071751	LOC107071751	92
gene-LOC107071739	LOC107071739	206
gene-LOC107071738	LOC107071738	44
gene-LOC107071741	LOC107071741	14
gene-LOC107071723	LOC107071723	267
gene-LOC107071742	LOC107071742	988
gene-LOC107071743	LOC107071743	7
gene-LOC107071795	LOC107071795	90
gene-LOC107071770	LOC107071770	1248
gene-LOC107071771	LOC107071771	720
gene-LOC107071772	LOC107071772	118
gene-LOC107071773	LOC107071773	47
gene-LOC107071786	LOC107071786	349
gene-LOC107071788	LOC107071788	108
gene-LOC107071787	LOC107071787	70
gene-LOC107071785	LOC107071785	593
gene-LOC107071792	LOC107071792	60
gene-LOC107071793	LOC107071793	134
gene-LOC107071800	LOC107071800	64
gene-LOC107071801	LOC107071801	20
gene-LOC107071803	LOC107071803	78
gene-LOC107071804	LOC107071804	48
gene-LOC107071794	LOC107071794	380
gene-LOC107071765	LOC107071765	58
gene-LOC107071764	LOC107071764	9
gene-LOC107071763	LOC107071763	71
gene-LOC107071762	LOC107071762	1057
gene-LOC107071761	LOC107071761	425
gene-LOC107071766	LOC107071766	105
gene-LOC107071767	LOC107071767	118
gene-LOC107071769	LOC107071769	29
gene-LOC107071768	LOC107071768	36
gene-LOC107071802	LOC107071802	49
gene-LOC107071798	LOC107071798	121
gene-LOC107071796	LOC107071796	5
gene-LOC107071807	LOC107071807	122
gene-LOC107071790	LOC107071790	343
gene-LOC107071805	LOC107071805	96
gene-LOC107071778	LOC107071778	2969
gene-LOC107071799	LOC107071799	162
gene-LOC107071779	LOC107071779	4781
gene-LOC107071806	LOC107071806	68
gene-LOC107071789	LOC107071789	1171
gene-LOC107071774	LOC107071774	447
gene-LOC107071775	LOC107071775	216
gene-LOC107071776	LOC107071776	97
gene-LOC107071777	LOC107071777	31
gene-LOC107071780	LOC107071780	213
gene-LOC107071781	LOC107071781	47
gene-LOC107071783	LOC107071783	239
gene-LOC107071782	LOC107071782	132
gene-LOC107071759	LOC107071759	0
gene-LOC107071784	LOC107071784	62
gene-LOC107071760	LOC107071760	0
gene-LOC107071824	LOC107071824	337
gene-LOC107071809	LOC107071809	43
gene-LOC107071812	LOC107071812	67
gene-LOC107071822	LOC107071822	19
gene-LOC107071820	LOC107071820	192
gene-LOC107071808	LOC107071808	16
gene-LOC107071816	LOC107071816	475
gene-LOC107071817	LOC107071817	20
gene-LOC107071810	LOC107071810	90
gene-LOC107071818	LOC107071818	3053
gene-LOC107071819	LOC107071819	63
gene-LOC107071813	LOC107071813	29
gene-LOC107071823	LOC107071823	69
gene-LOC107071815	LOC107071815	14
gene-LOC107071814	LOC107071814	52
gene-LOC107071830	LOC107071830	5
gene-LOC107071831	LOC107071831	1
gene-LOC107071858	LOC107071858	120
gene-LOC107071845	LOC107071845	229
gene-LOC107071849	LOC107071849	287
gene-LOC107071846	LOC107071846	339
gene-LOC107071847	LOC107071847	166
gene-LOC107071844	LOC107071844	320
gene-LOC107071851	LOC107071851	451
gene-LOC107071852	LOC107071852	328
gene-LOC107071854	LOC107071854	120
gene-LOC107071853	LOC107071853	291
gene-LOC107071855	LOC107071855	29
gene-LOC107071832	LOC107071832	117
gene-LOC107071833	LOC107071833	332
gene-LOC107071837	LOC107071837	21
gene-LOC107071834	LOC107071834	383
gene-Trnaf-gaa-4	Trnaf-gaa	0
gene-LOC107071836	LOC107071836	91
gene-LOC107071835	LOC107071835	6
gene-Trnal-caa-2	Trnal-caa	0
gene-Trnag-gcc-6	Trnag-gcc	2
gene-LOC107071856	LOC107071856	221
gene-LOC107071857	LOC107071857	257
gene-LOC107071825	LOC107071825	0
gene-LOC107071838	LOC107071838	37
gene-LOC107071839	LOC107071839	207
gene-LOC107071841	LOC107071841	169
gene-LOC107071840	LOC107071840	3895
gene-LOC107071842	LOC107071842	2
gene-LOC107071843	LOC107071843	1115
gene-LOC107071826	LOC107071826	3
gene-LOC107071827	LOC107071827	4
gene-LOC107071850	LOC107071850	549
gene-LOC107071829	LOC107071829	94
gene-LOC107071877	LOC107071877	51
gene-LOC107071879	LOC107071879	251
gene-LOC107071881	LOC107071881	16
gene-LOC107071880	LOC107071880	310
gene-LOC107071886	LOC107071886	761
gene-LOC107071887	LOC107071887	193
gene-LOC107071888	LOC107071888	126
gene-LOC107071868	LOC107071868	259
gene-LOC107071869	LOC107071869	214
gene-LOC107071871	LOC107071871	1326
gene-LOC107071872	LOC107071872	48
gene-LOC107071873	LOC107071873	180
gene-LOC107071875	LOC107071875	446
gene-LOC107071876	LOC107071876	36
gene-LOC107071874	LOC107071874	90
gene-LOC107071906	LOC107071906	43
gene-LOC107071882	LOC107071882	552
gene-LOC107071883	LOC107071883	308
gene-LOC107071885	LOC107071885	80
gene-LOC107071899	LOC107071899	200
gene-LOC107071903	LOC107071903	42
gene-LOC107071890	LOC107071890	18
gene-LOC107071889	LOC107071889	1563
gene-LOC107071900	LOC107071900	596
gene-LOC107071902	LOC107071902	228
gene-LOC107071905	LOC107071905	50
gene-LOC107071892	LOC107071892	182
gene-LOC107071891	LOC107071891	161
gene-LOC107071893	LOC107071893	19
gene-LOC107071894	LOC107071894	115
gene-Trnan-guu-6	Trnan-guu	0
gene-LOC107071863	LOC107071863	4
gene-LOC107071859	LOC107071859	0
gene-LOC107071861	LOC107071861	286
gene-LOC107071898	LOC107071898	57
gene-LOC107071897	LOC107071897	159
gene-LOC107071895	LOC107071895	246
gene-Trnaw-cca-4	Trnaw-cca	1
gene-LOC107071864	LOC107071864	131
gene-LOC107071865	LOC107071865	61
gene-LOC107071866	LOC107071866	60170
gene-LOC107071867	LOC107071867	20
gene-LOC107071860	LOC107071860	1391
gene-LOC107071901	LOC107071901	76
gene-LOC107071904	LOC107071904	49
gene-LOC107071907	LOC107071907	20
gene-LOC107071918	LOC107071918	397
gene-LOC107071908	LOC107071908	199
gene-LOC107071924	LOC107071924	78
gene-LOC107071926	LOC107071926	212
gene-LOC107071923	LOC107071923	122
gene-LOC107071912	LOC107071912	499
gene-LOC107071913	LOC107071913	65
gene-LOC107071914	LOC107071914	73
gene-LOC107071909	LOC107071909	42
gene-LOC107071915	LOC107071915	533
gene-LOC107071917	LOC107071917	377
gene-LOC107071929	LOC107071929	5
gene-LOC107071910	LOC107071910	1375
gene-LOC107071911	LOC107071911	123
gene-LOC107071927	LOC107071927	64
gene-LOC107071920	LOC107071920	40
gene-LOC107071922	LOC107071922	1649
gene-LOC107071919	LOC107071919	298
gene-LOC107071928	LOC107071928	18
gene-LOC107071930	LOC107071930	15
gene-LOC107071933	LOC107071933	7
gene-LOC107071942	LOC107071942	73
gene-LOC107071941	LOC107071941	235
gene-LOC107071934	LOC107071934	261
gene-LOC107071935	LOC107071935	28
gene-LOC107071936	LOC107071936	991
gene-LOC107071938	LOC107071938	390
gene-LOC107071931	LOC107071931	1
gene-LOC107071939	LOC107071939	73
gene-LOC107071940	LOC107071940	167
gene-LOC107071951	LOC107071951	117
gene-LOC107071952	LOC107071952	386
gene-LOC107071945	LOC107071945	122
gene-LOC107071949	LOC107071949	15
gene-LOC107071937	LOC107071937	1144
gene-LOC107071947	LOC107071947	72
gene-LOC107071946	LOC107071946	131
gene-LOC107071932	LOC107071932	50
gene-LOC107071948	LOC107071948	221
gene-LOC107071943	LOC107071943	3
gene-LOC107071944	LOC107071944	241
gene-LOC107071959	LOC107071959	78
gene-LOC107071954	LOC107071954	394
gene-LOC107071955	LOC107071955	115
gene-LOC107071953	LOC107071953	4
gene-LOC107071960	LOC107071960	318
gene-LOC107071961	LOC107071961	133
gene-LOC107071956	LOC107071956	869
gene-LOC107071957	LOC107071957	0
gene-LOC107071958	LOC107071958	220
gene-LOC107071969	LOC107071969	2
gene-LOC107071962	LOC107071962	0
gene-LOC107071970	LOC107071970	3
gene-LOC107071963	LOC107071963	132
gene-LOC107071968	LOC107071968	2
gene-LOC107071964	LOC107071964	120
gene-LOC107071965	LOC107071965	5
gene-LOC107071966	LOC107071966	0
gene-LOC107071971	LOC107071971	17
gene-LOC107071977	LOC107071977	324
gene-LOC107071978	LOC107071978	50
gene-LOC107071985	LOC107071985	30
gene-LOC107071986	LOC107071986	281
gene-LOC107071981	LOC107071981	189
gene-LOC107071982	LOC107071982	9
gene-LOC107071980	LOC107071980	1059
gene-LOC107071972	LOC107071972	230
gene-LOC107071988	LOC107071988	122
gene-LOC107071984	LOC107071984	169
gene-LOC107071983	LOC107071983	214
gene-LOC107071989	LOC107071989	23
gene-LOC107071991	LOC107071991	7
gene-LOC107071973	LOC107071973	261
gene-LOC107071975	LOC107071975	85
gene-LOC107071976	LOC107071976	123
gene-LOC107071990	LOC107071990	30
gene-LOC107071993	LOC107071993	47
gene-LOC107071995	LOC107071995	52
gene-LOC107071996	LOC107071996	169
gene-LOC107071997	LOC107071997	214
gene-LOC107071992	LOC107071992	14
gene-LOC107071998	LOC107071998	0
gene-LOC107072039	LOC107072039	8
gene-LOC107072002	LOC107072002	220
gene-LOC107072010	LOC107072010	40
gene-LOC107071999	LOC107071999	187
gene-LOC107072009	LOC107072009	64
gene-LOC107072004	LOC107072004	466
gene-LOC107072011	LOC107072011	44
gene-LOC107072008	LOC107072008	295
gene-LOC107072001	LOC107072001	616
gene-LOC107072007	LOC107072007	125
gene-LOC107072005	LOC107072005	79
gene-LOC107072003	LOC107072003	646
gene-LOC107072012	LOC107072012	810
gene-LOC107072013	LOC107072013	552
gene-LOC107072014	LOC107072014	153
gene-LOC107072015	LOC107072015	208
gene-LOC107072016	LOC107072016	592
gene-LOC107072018	LOC107072018	12
gene-LOC107072017	LOC107072017	111
gene-LOC107072031	LOC107072031	73
gene-LOC107072036	LOC107072036	12
gene-LOC107072032	LOC107072032	194
gene-LOC107072035	LOC107072035	42
gene-LOC107072033	LOC107072033	15
gene-LOC107072037	LOC107072037	635
gene-LOC107072038	LOC107072038	18
gene-LOC107072026	LOC107072026	148
gene-LOC107072028	LOC107072028	936
gene-LOC107072030	LOC107072030	183
gene-LOC107072029	LOC107072029	223
gene-LOC107072040	LOC107072040	62
gene-LOC107072041	LOC107072041	2
gene-LOC107072024	LOC107072024	78
gene-LOC107072021	LOC107072021	132
gene-LOC107072023	LOC107072023	35
gene-LOC107072025	LOC107072025	46
gene-LOC107072022	LOC107072022	97
gene-LOC107072019	LOC107072019	516
gene-LOC107072104	LOC107072104	168
gene-LOC107072105	LOC107072105	646
gene-LOC107072106	LOC107072106	185
gene-LOC107072101	LOC107072101	29
gene-LOC107072103	LOC107072103	244
gene-LOC107072054	LOC107072054	166
gene-LOC107072055	LOC107072055	76
gene-LOC107072056	LOC107072056	175
gene-LOC107072057	LOC107072057	4533
gene-LOC107072042	LOC107072042	1
gene-LOC107072043	LOC107072043	0
gene-LOC107072044	LOC107072044	0
gene-LOC107072058	LOC107072058	206
gene-LOC107072062	LOC107072062	1
gene-LOC107072059	LOC107072059	76
gene-LOC107072060	LOC107072060	1492
gene-LOC107072061	LOC107072061	174
gene-LOC107072065	LOC107072065	193
gene-LOC107072064	LOC107072064	191
gene-LOC107072063	LOC107072063	536
gene-LOC107072068	LOC107072068	269
gene-LOC107072045	LOC107072045	7
gene-LOC107072067	LOC107072067	68
gene-LOC107072072	LOC107072072	149
gene-LOC107072069	LOC107072069	115
gene-LOC107072071	LOC107072071	980
gene-LOC107072046	LOC107072046	1299
gene-LOC107072070	LOC107072070	105
gene-LOC107072066	LOC107072066	106
gene-LOC107072073	LOC107072073	66
gene-LOC107072074	LOC107072074	2
gene-LOC107072076	LOC107072076	1
gene-LOC107072075	LOC107072075	0
gene-LOC107072077	LOC107072077	145
gene-LOC107072079	LOC107072079	57
gene-LOC107072082	LOC107072082	50
gene-LOC107072080	LOC107072080	62
gene-LOC107072078	LOC107072078	963
gene-LOC107072048	LOC107072048	381
gene-LOC107072083	LOC107072083	182
gene-LOC107072084	LOC107072084	120
gene-LOC107072085	LOC107072085	157
gene-LOC107072088	LOC107072088	46
gene-LOC107072086	LOC107072086	1156
gene-LOC107072049	LOC107072049	0
gene-LOC107072087	LOC107072087	0
gene-LOC107072050	LOC107072050	0
gene-LOC107072052	LOC107072052	185
gene-LOC107072107	LOC107072107	16
gene-LOC107072090	LOC107072090	143
gene-LOC107072092	LOC107072092	3
gene-LOC107072089	LOC107072089	8084
gene-LOC107072093	LOC107072093	176
gene-LOC107072096	LOC107072096	1
gene-LOC107072095	LOC107072095	14
gene-LOC107072094	LOC107072094	238
gene-LOC107072053	LOC107072053	39
gene-LOC107072097	LOC107072097	615
gene-LOC107072100	LOC107072100	102
gene-LOC107072099	LOC107072099	801
gene-LOC107072051	LOC107072051	18
gene-LOC107072109	LOC107072109	0
gene-LOC107072110	LOC107072110	0
gene-LOC107072153	LOC107072153	35
gene-LOC107072158	LOC107072158	1
gene-LOC107072154	LOC107072154	0
gene-LOC107072156	LOC107072156	11
gene-LOC107072124	LOC107072124	1065
gene-LOC107072119	LOC107072119	9
gene-LOC107072136	LOC107072136	165
gene-LOC107072147	LOC107072147	128
gene-LOC107072117	LOC107072117	342
gene-LOC107072140	LOC107072140	236
gene-LOC107072121	LOC107072121	177
gene-LOC107072148	LOC107072148	2517
gene-LOC107072115	LOC107072115	380
gene-LOC107072118	LOC107072118	5
gene-Trnaf-gaa-5	Trnaf-gaa	0
gene-Trnaf-gaa-6	Trnaf-gaa	0
gene-LOC107072133	LOC107072133	119
gene-LOC107072145	LOC107072145	99
gene-LOC107072146	LOC107072146	268
gene-LOC107072149	LOC107072149	113
gene-LOC107072125	LOC107072125	337
gene-LOC107072131	LOC107072131	423
gene-LOC107072138	LOC107072138	374
gene-LOC107072114	LOC107072114	372
gene-LOC107072134	LOC107072134	255
gene-LOC107072144	LOC107072144	351
gene-LOC107072142	LOC107072142	5
gene-Trnai-uau-4	Trnai-uau	0
gene-LOC107072143	LOC107072143	70
gene-LOC107072139	LOC107072139	31
gene-LOC107072111	LOC107072111	0
gene-LOC107072137	LOC107072137	250
gene-LOC107072128	LOC107072128	725
gene-LOC107072122	LOC107072122	557
gene-LOC107072132	LOC107072132	981
gene-LOC107072130	LOC107072130	9
gene-LOC107072120	LOC107072120	280
gene-LOC107072127	LOC107072127	8
gene-LOC107072126	LOC107072126	53
gene-LOC107072112	LOC107072112	1
gene-LOC107072150	LOC107072150	40
gene-LOC107072157	LOC107072157	32
gene-LOC107072151	LOC107072151	156
gene-LOC107072113	LOC107072113	98
gene-LOC107072152	LOC107072152	9
gene-LOC107072160	LOC107072160	880
gene-LOC107072159	LOC107072159	887
gene-LOC107072165	LOC107072165	51
gene-LOC107072164	LOC107072164	1716
gene-LOC107072166	LOC107072166	25
gene-LOC107072162	LOC107072162	197
gene-LOC107072163	LOC107072163	0
gene-LOC107072176	LOC107072176	4
gene-LOC107072180	LOC107072180	151
gene-LOC107072183	LOC107072183	119
gene-LOC107072182	LOC107072182	71
gene-LOC107072184	LOC107072184	281
gene-LOC107072185	LOC107072185	123
gene-LOC107072186	LOC107072186	16
gene-LOC107072174	LOC107072174	40
gene-LOC107072167	LOC107072167	45
gene-LOC107072168	LOC107072168	7
gene-LOC107072212	LOC107072212	303
gene-LOC107072169	LOC107072169	2
gene-LOC107072170	LOC107072170	0
gene-LOC107072204	LOC107072204	10
gene-LOC107072205	LOC107072205	80
gene-LOC107072206	LOC107072206	3
gene-LOC107072171	LOC107072171	0
gene-LOC107072178	LOC107072178	30
gene-LOC107072177	LOC107072177	282
gene-LOC107072179	LOC107072179	231
gene-LOC107072172	LOC107072172	1872
gene-LOC107072201	LOC107072201	435
gene-LOC107072200	LOC107072200	152
gene-LOC107072207	LOC107072207	114
gene-LOC107072208	LOC107072208	117
gene-LOC107072210	LOC107072210	196
gene-LOC107072211	LOC107072211	210
gene-LOC107072173	LOC107072173	100
gene-LOC107072194	LOC107072194	110
gene-LOC107072193	LOC107072193	60
gene-LOC107072196	LOC107072196	179
gene-LOC107072195	LOC107072195	86
gene-LOC107072189	LOC107072189	43
gene-LOC107072188	LOC107072188	108
gene-LOC107072190	LOC107072190	0
gene-LOC107072187	LOC107072187	1219
gene-LOC107072192	LOC107072192	37
gene-LOC107072191	LOC107072191	0
gene-LOC107072197	LOC107072197	311
