Geneid	gene_name	PO_Q1_1Aligned.sortedByCoord.out.bam	PO_Q3_1Aligned.sortedByCoord.out.bam	PO_W1_1Aligned.sortedByCoord.out.bam	PO_Q4_1Aligned.sortedByCoord.out.bam	PO_W2_1Aligned.sortedByCoord.out.bam	PO_Q5_1Aligned.sortedByCoord.out.bam	PO_W5_1Aligned.sortedByCoord.out.bam	PO_W4_1Aligned.sortedByCoord.out.bam	PO_Q2_1Aligned.sortedByCoord.out.bam	PO_W3_1Aligned.sortedByCoord.out.bam
Polyb2a000188	NA	22	24	41	21	73	13	30	48	37	43
Polyb2a000251	NA	6418	9103	5809	10258	7108	8291	5504	7858	9436	6298
Polyb2a000183	NA	3113	3652	2724	4183	3054	3211	2842	3353	4151	3066
Polyb2a000220	NA	967	1298	1991	1019	1725	1097	2631	2051	1475	2237
Polyb2a000210	NA	2566	3132	1969	3057	3014	3068	1443	3649	4255	1856
Polyb2a000249	NA	2	0	1	3	2	1	3	1	3	1
Polyb2a000287	NA	1134	1614	972	2032	1173	1678	1216	1458	1547	1219
Polyb2a000310	NA	810	1035	597	1234	1146	949	368	962	1370	647
Polyb2a000261	NA	24	14	6	26	31	18	4	20	27	4
Polyb2a000201	NA	1940	2807	2187	3358	2433	3205	1608	3488	3074	1984
Polyb2a000213	NA	238	484	96	538	294	330	113	250	379	111
Polyb2a000205	NA	619	701	531	745	655	620	620	653	865	595
Polyb2a000300	NA	922	1188	906	1446	984	1066	955	1069	1261	885
Polyb2a000237	NA	2156	2976	2179	3326	2702	2787	2052	3183	3168	2359
Polyb2a000244	NA	150	157	120	144	163	129	116	184	168	134
Polyb2a000293	NA	284	368	262	377	336	359	170	405	336	239
Polyb2a000254	NA	257	372	274	406	287	386	260	348	386	333
Polyb2a000195	NA	763	819	451	979	770	755	304	832	1091	494
Polyb2a000181	NA	3071	3891	4727	4396	6146	3661	5264	5011	4144	5197
Polyb2a000250	NA	1164	1764	1294	1790	1481	1541	1452	1600	1709	1518
Polyb2a000230	NA	357	460	358	513	430	456	357	405	499	400
Polyb2a000281	NA	580	526	558	534	919	518	597	825	775	674
Polyb2a000214	NA	530	795	451	975	670	754	417	732	849	480
Polyb2a000263	NA	40	29	24	28	57	19	25	80	72	39
Polyb2a000248	NA	71	49	76	52	67	48	68	99	86	61
Polyb2a000191	NA	122	126	102	85	195	93	87	147	182	123
Polyb2a000204	NA	26	36	16	37	39	19	9	30	29	15
Polyb2a000258	NA	141	211	144	239	159	188	162	152	231	191
Polyb2a000259	NA	191	213	154	242	229	228	182	225	274	188
Polyb2a000186	NA	337	348	264	349	380	294	165	368	512	197
Polyb2a000262	NA	362	468	306	448	397	421	348	481	475	317
Polyb2a000279	NA	122	142	109	164	126	117	102	171	136	126
Polyb2a000273	NA	128	177	68	186	101	173	57	165	210	89
Polyb2a000291	NA	484	605	357	578	417	503	419	486	713	436
Polyb2a000285	NA	4	5	7	9	4	2	5	7	7	9
Polyb2a000221	NA	4232	4233	2696	4565	3541	3714	1690	3713	6341	2786
Polyb2a000284	NA	228	269	201	262	239	265	202	323	347	237
Polyb2a000288	NA	41	43	19	37	62	26	23	69	87	30
Polyb2a000187	NA	545	606	611	647	867	571	798	886	1008	552
Polyb2a000199	NA	519	747	415	846	590	647	384	651	786	502
Polyb2a000302	NA	1130	1304	1011	1453	1490	1129	1026	1477	1663	1078
Polyb2a000203	NA	511	552	458	670	636	491	486	671	721	489
Polyb2a000255	NA	472	726	464	920	462	712	581	633	802	530
Polyb2a000278	NA	226	306	185	343	297	304	155	285	333	262
Polyb2a000207	NA	94	104	77	133	124	109	86	143	182	102
Polyb2a000289	NA	1274	1525	1074	1851	1543	1408	1029	1840	1886	1226
Polyb2a000218	NA	499	416	286	464	573	351	112	430	660	292
Polyb2a000274	NA	403	498	212	637	425	493	167	396	574	278
Polyb2a000217	NA	292	340	248	328	383	297	265	445	434	317
Polyb2a008101	NA	820	1103	503	1474	818	1110	350	1020	1316	551
Polyb2a008112	NA	1402	1758	1541	1836	1745	1441	1601	2032	1797	1644
Polyb2a008120	NA	23	50	13	54	18	38	14	28	33	24
Polyb2a008078	NA	1789	2298	2036	2941	2450	2249	2066	2578	2366	2356
Polyb2a008072	NA	745	857	683	1060	852	880	898	930	1012	848
Polyb2a008121	NA	562	709	538	794	705	715	562	854	865	619
Polyb2a008127	NA	538	546	482	546	634	533	527	774	849	527
Polyb2a008065	NA	984	1249	884	1547	1083	1183	876	1319	1384	1021
Polyb2a008053	NA	154	155	132	126	189	144	109	259	260	147
Polyb2a008089	NA	489	622	445	765	532	600	450	602	633	529
Polyb2a008058	NA	810	990	754	1105	856	915	582	1017	1142	769
Polyb2a008095	NA	13	15	23	18	19	8	12	22	23	16
Polyb2a008106	NA	395	457	234	525	409	370	141	403	585	243
Polyb2a008091	NA	483	786	519	855	627	684	553	756	751	560
Polyb2a008122	NA	332	407	448	432	435	389	465	480	452	476
Polyb2a008144	NA	737	874	702	1017	818	882	673	954	1066	828
Polyb2a008136	NA	284	330	226	241	305	215	282	400	467	318
Polyb2a008081	NA	322	447	448	548	635	439	494	602	513	548
Polyb2a008084	NA	264	338	229	349	329	325	264	360	383	287
Polyb2a008056	NA	494	723	216	1068	523	659	210	568	974	320
Polyb2a008149	NA	27	61	21	61	36	31	41	52	54	36
Polyb2a008145	NA	11	3	1	10	4	10	4	6	9	9
Polyb2a008059	NA	160	245	96	341	174	241	96	178	280	118
Polyb2a008066	NA	673	741	710	833	805	711	745	976	958	870
Polyb2a008102	NA	241	276	238	332	269	267	165	331	371	247
Polyb2a008086	NA	292	429	277	450	424	393	255	405	440	336
Polyb2a008138	NA	134	137	79	207	139	174	90	164	203	125
Polyb2a008123	NA	3	2	0	0	2	2	0	1	1	2
Polyb2a008111	NA	5	1	0	4	0	0	0	3	5	1
Polyb2a008069	NA	8	6	3	4	4	3	0	15	11	9
Polyb2a008110	NA	0	0	0	0	0	0	0	0	1	0
Polyb2a008151	NA	0	0	1	0	0	0	0	0	0	0
Polyb2a008083	NA	0	0	0	0	0	0	0	1	2	1
Polyb2a008117	NA	33	95	40	107	42	94	19	77	120	50
Polyb2a008155	NA	989	1028	412	1466	390	1110	488	427	1304	488
Polyb2a008103	NA	72	55	28	62	38	45	32	59	113	52
Polyb2a008067	NA	92	97	46	115	116	85	15	105	202	75
Polyb2a008064	NA	0	0	1	0	0	0	1	1	0	0
Polyb2a008054	NA	1	4	0	3	0	1	1	0	0	0
Polyb2a008126	NA	720	750	465	789	672	708	242	806	1242	517
Polyb2a008128	NA	851	907	1131	806	1011	729	1303	1267	1087	1623
Polyb2a008062	NA	171	252	109	285	202	248	81	202	353	135
Polyb2a008104	NA	1334	1414	1500	1609	1722	1227	1533	1632	1805	1702
Polyb2a008124	NA	247	285	244	387	325	258	286	326	366	275
Polyb2a008119	NA	151	186	200	269	231	180	266	290	213	269
Polyb2a008100	NA	614	621	452	699	605	548	406	679	808	506
Polyb2a008092	NA	582	699	602	794	630	681	684	727	744	694
Polyb2a008114	NA	165	210	201	231	209	223	206	214	245	214
Polyb2a008097	NA	470	229	546	222	426	230	489	560	488	666
Polyb2a008152	NA	250	237	158	229	269	249	133	317	393	217
Polyb2a008105	NA	91	171	139	229	138	148	169	212	147	168
Polyb2a008088	NA	3615	4206	3517	4716	3344	3874	3563	3722	4843	3277
Polyb2a008070	NA	348	367	262	404	370	335	240	423	540	301
Polyb2a008142	NA	569	762	506	959	618	721	539	811	873	631
Polyb2a008153	NA	359	375	188	441	351	344	132	379	605	220
Polyb2a008147	NA	470	556	523	678	564	506	501	664	698	500
Polyb2a008125	NA	530	696	456	715	675	533	482	658	707	586
Polyb2a008061	NA	0	2	0	2	2	0	1	6	1	0
Polyb2a008135	NA	3354	3952	3230	4553	2896	3520	3618	3653	4637	3383
Polyb2a008093	NA	1346	1727	1339	2005	1704	1594	1392	1880	1929	1604
Polyb2a008115	NA	352	447	325	545	391	444	317	455	452	384
Polyb2a008133	NA	347	424	380	482	420	370	407	462	475	411
Polyb2a008146	NA	558	628	492	695	595	536	482	594	807	574
Polyb2a008080	NA	626	842	582	910	725	793	667	821	933	610
Polyb2a008131	NA	589	713	476	809	601	710	565	655	792	650
Polyb2a008143	NA	289	345	277	423	334	293	251	404	389	344
Polyb2a008139	NA	168	188	93	197	201	184	64	216	284	97
Polyb2a008156	NA	676	789	772	787	841	622	924	950	878	811
Polyb2a008109	NA	196	225	175	211	208	213	160	240	247	210
Polyb2a008073	NA	249	239	195	331	225	266	213	288	283	191
Polyb2a008075	NA	235	170	151	154	222	139	100	352	430	129
Polyb2a008154	NA	225	206	306	305	465	264	411	382	334	327
Polyb2a008148	NA	260	298	251	318	276	303	254	385	384	322
Polyb2a008137	NA	360	505	413	541	428	437	419	481	468	470
Polyb2a008134	NA	3480	2857	9833	3539	7880	2561	11225	7916	3898	9982
Polyb2a008118	NA	354	394	292	465	483	333	259	416	512	408
Polyb2a008116	NA	3256	3341	1320	4224	2484	3339	756	3044	5409	1673
Polyb2a008090	NA	2442	3527	2344	4330	2935	3453	2840	3061	3577	2932
Polyb2a008060	NA	682	948	509	1363	728	1083	445	728	1116	525
Polyb2a008079	NA	430	556	305	650	489	508	269	544	626	379
Polyb2a008140	NA	983	1235	1148	1304	1451	1070	1219	1563	1472	1301
Polyb2a008085	NA	344	457	402	419	509	398	310	547	533	404
Polyb2a008132	NA	470	573	523	600	590	453	510	604	656	482
Polyb2a008063	NA	5	5	42	4	19	5	22	10	13	14
Polyb2a008077	NA	0	8	1	5	7	4	0	6	6	3
Polyb2a008099	NA	0	4	0	2	3	4	4	0	2	3
Polyb2a008074	NA	26	22	46	27	45	16	50	60	36	57
Polyb2a008113	NA	486	524	296	573	502	508	203	495	799	399
Polyb2a008141	NA	126	135	49	158	121	128	38	136	185	84
Polyb2a008076	NA	1098	554	940	678	1155	600	642	1309	1569	1324
Polyb2a008071	NA	15	13	16	31	22	30	9	16	21	16
Polyb2a008068	NA	1	1	0	0	1	1	0	1	0	0
Polyb2a008094	NA	1	0	0	7	0	3	0	2	3	1
Polyb2a008130	NA	2	3	0	2	1	3	0	0	1	0
Polyb2a008107	NA	3	3	4	1	0	2	1	1	6	4
Polyb2a008108	NA	161	143	61	148	136	141	50	114	267	85
Polyb2a008087	NA	29	26	9	18	33	16	3	22	54	17
Polyb2a008098	NA	272	329	215	390	297	330	188	303	388	182
Polyb2a008129	NA	21	23	10	26	18	22	14	19	25	9
Polyb2a008150	NA	729	735	493	782	770	720	418	847	1109	505
Polyb2a008096	NA	338	513	366	618	455	529	350	512	618	383
Polyb2a012065	NA	0	0	1	1	0	0	0	1	0	0
Polyb2a012068	NA	1110	1491	1223	1667	1208	1451	1101	1448	1577	1202
Polyb2a012066	NA	313	323	298	373	394	299	324	457	429	360
Polyb2a012069	NA	116	175	148	176	151	177	137	171	171	157
Polyb2a012067	NA	347	526	324	658	376	489	321	473	545	404
Polyb2a012064	NA	152	240	174	271	180	193	186	202	265	163
Polyb2a011831	NA	0	0	0	0	0	0	0	0	0	1
Polyb2a011823	NA	148	237	163	247	218	220	187	167	245	180
Polyb2a011834	NA	890	1150	885	1441	833	1046	936	1102	1139	1040
Polyb2a011820	NA	940	1178	1000	1416	1169	1161	1148	1339	1297	1138
Polyb2a011806	NA	14092	13827	13555	13565	16634	12044	14082	18313	18238	19118
Polyb2a011835	NA	15272	15110	7995	15667	16358	13085	7133	15388	22054	11767
Polyb2a011833	NA	417	348	352	394	408	296	448	476	458	445
Polyb2a011802	NA	98	77	67	97	103	90	71	116	150	67
Polyb2a011827	NA	9	6	1	5	3	8	2	6	6	1
Polyb2a011817	NA	219	168	83	225	212	167	64	272	436	153
Polyb2a011825	NA	1170	1126	764	1089	1127	1076	562	1427	1755	867
Polyb2a011818	NA	16	12	5	8	14	2	11	12	16	7
Polyb2a011830	NA	181	332	126	377	157	287	118	204	275	129
Polyb2a011815	NA	7784	9248	8023	10339	10966	7838	6892	9279	10349	8216
Polyb2a011836	NA	13890	15966	11982	18987	15566	15018	12080	16512	18756	13821
Polyb2a011805	NA	533	653	432	709	528	604	428	713	762	492
Polyb2a011840	NA	155	205	152	213	209	187	104	247	223	158
Polyb2a011826	NA	1187	1640	1030	1822	1467	1467	1005	1558	1852	1299
Polyb2a011813	NA	347	400	208	463	404	380	232	376	532	230
Polyb2a011839	NA	1948	2460	1752	2882	2322	2296	1808	2561	2899	2203
Polyb2a011822	NA	2	11	7	1	15	7	7	6	4	9
Polyb2a011824	NA	3502	3594	2132	3802	3208	3427	1896	4111	4834	3467
Polyb2a011804	NA	10	10	13	7	18	4	14	10	20	18
Polyb2a011814	NA	1	0	1	1	6	2	4	7	2	2
Polyb2a011816	NA	4	6	4	9	11	8	7	7	9	6
Polyb2a011809	NA	133	153	151	147	241	127	73	129	191	139
Polyb2a011829	NA	116	96	186	100	211	88	69	140	172	227
Polyb2a011821	NA	584	456	498	445	587	398	524	770	856	586
Polyb2a011808	NA	6	4	4	4	7	3	0	8	2	5
Polyb2a011807	NA	180	163	132	182	179	169	81	244	275	126
Polyb2a011828	NA	38	47	33	25	37	27	23	56	52	40
Polyb2a011810	NA	4092	5107	1836	5894	2876	4247	2790	2450	5003	1836
Polyb2a011837	NA	2506	3354	2387	3643	2417	2970	2941	2608	3297	2689
Polyb2a011832	NA	115	157	105	179	183	130	113	151	156	143
Polyb2a011838	NA	123	134	114	154	152	122	144	164	166	151
Polyb2a011812	NA	128	344	126	588	256	390	192	159	277	168
Polyb2a011811	NA	0	0	0	1	0	0	0	0	1	0
Polyb2a011803	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000076	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000055	NA	500	495	382	644	502	427	392	552	659	409
Polyb2a000024	NA	132	182	115	208	160	172	98	170	220	126
Polyb2a000056	NA	6753	7431	5300	9514	8482	6799	4264	8359	9273	5907
Polyb2a000046	NA	243	254	132	320	305	226	54	258	466	110
Polyb2a000007	NA	37	35	25	50	44	22	15	40	76	34
Polyb2a000010	NA	16	14	6	13	21	14	4	21	33	9
Polyb2a000088	NA	190	126	113	109	225	110	60	215	314	124
Polyb2a000107	NA	911	1219	745	1419	785	1160	693	1336	1321	911
Polyb2a000105	NA	9	15	11	8	12	16	13	16	16	12
Polyb2a000053	NA	600	497	460	503	668	383	252	604	846	525
Polyb2a000048	NA	1401	1532	1203	1616	1608	1393	979	1811	1980	1323
Polyb2a000064	NA	539	431	333	506	523	454	244	616	927	393
Polyb2a000070	NA	757	1048	666	1242	1176	956	598	1145	1248	656
Polyb2a000027	NA	383	520	395	567	546	418	476	624	513	526
Polyb2a000091	NA	286	363	282	334	368	324	278	397	403	320
Polyb2a000104	NA	209	258	202	275	266	238	232	290	273	244
Polyb2a000025	NA	737	774	630	979	774	777	634	757	920	650
Polyb2a000041	NA	283	389	309	385	341	359	388	384	364	370
Polyb2a000100	NA	732	761	425	1063	724	874	166	890	1328	416
Polyb2a000110	NA	153	188	149	218	181	199	212	182	236	203
Polyb2a000037	NA	2018	3022	1526	3863	1985	2899	1342	2406	3070	2124
Polyb2a000098	NA	1	1	0	1	0	0	0	0	0	0
Polyb2a000042	NA	682	677	438	850	803	674	306	803	1173	487
Polyb2a000026	NA	3	5	1	5	0	2	0	2	2	0
Polyb2a000065	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000083	NA	5	6	5	3	5	10	3	7	12	5
Polyb2a000018	NA	208	203	143	268	208	195	94	188	279	118
Polyb2a000086	NA	642	657	607	704	755	591	727	890	868	749
Polyb2a000092	NA	21	19	11	29	13	29	7	27	38	16
Polyb2a000089	NA	71	70	30	88	94	68	17	71	108	26
Polyb2a000030	NA	0	0	1	0	0	0	0	1	0	1
Polyb2a000033	NA	19	23	16	35	16	12	4	19	21	19
Polyb2a000097	NA	352	470	324	471	425	407	291	484	554	358
Polyb2a000011	NA	197	237	180	250	215	239	172	234	281	192
Polyb2a000101	NA	280	365	277	448	353	347	241	346	385	317
Polyb2a000006	NA	1564	1989	1237	2370	1584	1832	1187	1749	1779	1898
Polyb2a000029	NA	27755	42670	19313	55617	19827	40714	20458	17048	32044	32282
Polyb2a000087	NA	474	745	457	1009	534	761	417	609	853	563
Polyb2a000108	NA	2702	2076	1752	1957	2677	1799	1761	3592	3567	2733
Polyb2a000045	NA	34	12	6	16	22	20	5	28	41	13
Polyb2a000068	NA	164	209	84	277	110	222	38	143	325	85
Polyb2a000035	NA	85	131	45	167	67	108	20	62	138	45
Polyb2a000075	NA	311	492	235	627	272	431	158	285	461	249
Polyb2a000051	NA	197	179	248	150	299	169	269	280	252	283
Polyb2a000036	NA	762	625	369	734	611	608	312	763	1112	429
Polyb2a000017	NA	41	35	15	51	56	47	18	56	81	37
Polyb2a000082	NA	24	30	15	25	12	29	15	26	34	13
Polyb2a000038	NA	0	0	1	0	0	0	0	0	0	0
Polyb2a000069	NA	0	0	0	0	0	0	0	1	0	0
Polyb2a000008	NA	0	0	0	0	2	0	0	0	0	0
Polyb2a000106	NA	4874	4528	1580	7772	785	3590	501	6289	8000	905
Polyb2a000014	NA	11	6	0	10	10	11	3	5	15	6
Polyb2a000032	NA	265	269	210	348	286	347	205	292	366	274
Polyb2a000090	NA	224	311	280	325	256	280	279	316	346	273
Polyb2a000072	NA	536	539	477	698	686	646	453	815	836	533
Polyb2a000096	NA	937	686	724	666	975	741	637	1107	1254	679
Polyb2a000095	NA	116	143	107	158	146	118	119	150	174	126
Polyb2a000066	NA	85	85	65	104	104	76	36	99	108	58
Polyb2a000063	NA	185	263	166	282	197	252	175	238	273	181
Polyb2a000021	NA	453	554	371	635	469	553	363	628	656	453
Polyb2a000058	NA	378	550	371	597	408	558	364	525	515	383
Polyb2a000031	NA	291	341	301	307	380	296	265	419	376	285
Polyb2a000094	NA	470	494	427	473	525	484	416	638	741	408
Polyb2a000049	NA	184	218	160	291	245	208	214	262	254	213
Polyb2a000054	NA	5137	7226	3522	8363	5580	6305	3901	5717	7512	4332
Polyb2a000050	NA	1514	2108	1394	2181	1753	1702	1642	1831	2182	1706
Polyb2a000059	NA	176	235	131	252	200	208	173	249	247	177
Polyb2a000034	NA	1062	1306	1019	1468	1278	1166	1151	1443	1500	1313
Polyb2a000028	NA	1118	1427	1053	1395	1292	1278	1101	1447	1569	1292
Polyb2a000062	NA	995	1646	347	3255	968	1931	752	943	1552	525
Polyb2a000079	NA	548	871	395	1029	647	892	462	529	943	596
Polyb2a000012	NA	188	198	40	231	150	167	14	98	315	23
Polyb2a000103	NA	320	433	204	556	380	454	139	399	541	236
Polyb2a000047	NA	1875	2369	1694	2782	2257	2107	1529	2202	2634	2141
Polyb2a000078	NA	240	223	110	277	191	213	83	208	360	120
Polyb2a000081	NA	447	623	309	743	451	576	293	513	638	366
Polyb2a000013	NA	3851	5402	3484	5947	3715	5473	2688	5356	5647	3674
Polyb2a000071	NA	178	160	79	223	110	224	6	242	254	72
Polyb2a000061	NA	18	23	30	28	29	11	15	28	29	24
Polyb2a000073	NA	88	104	36	83	34	69	30	67	142	47
Polyb2a000102	NA	0	0	0	3	0	1	0	1	1	0
Polyb2a000057	NA	4	1	4	0	2	4	3	2	7	0
Polyb2a000084	NA	4691	6507	3519	8609	4680	6970	2376	6837	8356	4286
Polyb2a000109	NA	794	830	461	968	788	825	357	766	1145	493
Polyb2a000020	NA	1498	1982	1038	2472	1531	2029	1087	1837	2245	1351
Polyb2a000016	NA	1589	1547	1416	1476	1952	1291	1078	2274	2250	1636
Polyb2a000060	NA	80	94	69	109	94	88	58	68	94	47
Polyb2a000074	NA	242	286	169	301	261	260	185	315	369	186
Polyb2a000099	NA	161	162	52	181	79	156	36	134	229	41
Polyb2a000023	NA	13	14	6	11	17	14	3	30	22	14
Polyb2a000052	NA	247	135	93	127	226	99	48	199	342	92
Polyb2a000077	NA	24	13	6	14	19	11	6	21	33	6
Polyb2a000009	NA	1103	1379	989	1540	1394	1214	1004	1552	1801	1160
Polyb2a000039	NA	64	83	54	74	89	66	79	116	99	91
Polyb2a000080	NA	272	390	337	407	329	360	291	452	389	399
Polyb2a000015	NA	745	960	653	1085	886	853	618	1037	1102	715
Polyb2a000040	NA	18	15	16	22	8	9	12	24	13	16
Polyb2a000067	NA	0	0	0	0	1	0	0	2	2	0
Polyb2a000022	NA	842	872	414	1049	1073	847	272	1117	1391	536
Polyb2a000085	NA	320	483	214	536	205	458	237	310	444	285
Polyb2a000019	NA	2615	3009	1633	3401	3056	2694	1179	3087	4082	2144
Polyb2a000044	NA	33	38	13	36	45	34	18	43	69	16
Polyb2a002590	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001859	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001858	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002367	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002373	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002391	NA	0	0	0	0	1	0	0	0	0	0
Polyb2a002375	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002384	NA	1	3	0	1	1	0	0	2	2	2
Polyb2a002383	NA	0	0	0	0	1	0	0	0	0	0
Polyb2a002372	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002366	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a002394	NA	0	0	0	0	0	1	0	0	0	0
Polyb2a002379	NA	0	0	0	1	0	1	0	0	0	0
Polyb2a002369	NA	500	609	313	789	548	622	120	508	796	349
Polyb2a002393	NA	0	0	0	2	0	0	0	0	0	0
Polyb2a002371	NA	0	0	0	0	1	0	0	1	0	0
Polyb2a002370	NA	0	0	1	0	0	0	0	0	0	0
Polyb2a002392	NA	2	1	0	2	0	1	1	1	0	0
Polyb2a002387	NA	77	93	55	116	58	73	56	89	122	53
Polyb2a002381	NA	0	0	0	0	1	0	0	0	2	0
Polyb2a002380	NA	0	0	0	1	0	1	0	0	0	0
Polyb2a002389	NA	0	0	0	1	0	0	0	0	0	0
Polyb2a002374	NA	3324	3482	1728	4011	3132	3358	1249	3305	4814	2258
Polyb2a002364	NA	510	578	622	522	614	548	761	759	608	767
Polyb2a002368	NA	36	27	28	30	36	24	20	45	55	52
Polyb2a002388	NA	179	236	153	248	176	232	174	194	296	156
Polyb2a002386	NA	240	275	297	264	310	180	435	288	333	327
Polyb2a002365	NA	1122	1553	712	1995	926	1577	699	1250	1702	730
Polyb2a002376	NA	54	81	24	123	33	73	24	50	93	23
Polyb2a002390	NA	4	11	7	7	11	3	7	7	6	3
Polyb2a002377	NA	1272	1621	1331	1915	2007	1528	1439	2067	2040	1599
Polyb2a002382	NA	299	347	363	369	418	308	415	407	488	481
Polyb2a002385	NA	747	944	623	1096	994	866	698	1068	1137	746
Polyb2a002378	NA	798	1048	722	1301	994	1049	780	1211	1265	829
Polyb2a004645	NA	399	345	339	357	473	340	293	577	658	308
Polyb2a004690	NA	120	146	112	160	141	151	152	183	169	169
Polyb2a004696	NA	586	798	450	823	587	724	421	742	881	597
Polyb2a004698	NA	391	388	271	365	383	376	208	505	615	351
Polyb2a004689	NA	1179	1261	952	1297	1351	1149	869	1409	1675	1094
Polyb2a004647	NA	276	313	206	367	244	356	221	347	399	264
Polyb2a004657	NA	553	782	617	921	663	702	742	756	796	771
Polyb2a004669	NA	602	857	421	1001	581	884	389	695	875	531
Polyb2a004663	NA	513	747	547	862	547	760	547	681	789	607
Polyb2a004659	NA	344	483	265	657	322	446	291	405	516	304
Polyb2a004654	NA	1960	2653	1831	3096	2412	2443	1407	2465	3019	1940
Polyb2a004658	NA	541	769	547	848	601	759	594	733	756	628
Polyb2a004692	NA	1903	2528	1283	3155	1982	2600	1055	2676	2917	1835
Polyb2a004643	NA	6359	6624	4932	6929	7188	6499	3815	8305	9717	5068
Polyb2a004670	NA	650	883	631	1154	744	870	777	882	1003	694
Polyb2a004668	NA	203	197	189	249	233	240	200	257	234	222
Polyb2a004693	NA	434	658	413	748	444	593	554	623	656	467
Polyb2a004680	NA	355	383	183	475	404	389	98	400	545	247
Polyb2a004684	NA	99	172	102	183	154	144	98	166	195	128
Polyb2a004661	NA	4489	4700	3108	5738	3589	4388	3146	4078	5843	3397
Polyb2a004683	NA	3023	3517	2354	4190	2421	3565	2616	3113	4118	2099
Polyb2a004651	NA	1	1	0	1	0	1	2	0	3	0
Polyb2a004672	NA	265	236	212	193	309	161	155	361	365	257
Polyb2a004665	NA	161	50	109	55	131	86	89	185	219	115
Polyb2a004681	NA	453	561	538	654	523	508	515	614	653	552
Polyb2a004646	NA	1579	2218	1558	2533	1841	2111	1516	2210	2401	1894
Polyb2a004650	NA	6	4	4	9	4	4	1	2	1	5
Polyb2a004673	NA	872	718	531	762	683	692	557	950	1144	588
Polyb2a004656	NA	423	523	367	624	436	423	311	449	567	339
Polyb2a004675	NA	123	190	114	214	145	144	73	117	246	97
Polyb2a004662	NA	4	10	8	17	11	4	0	10	13	5
Polyb2a004695	NA	0	6	0	0	2	5	2	3	1	0
Polyb2a004674	NA	4	5	6	1	4	4	3	5	10	5
Polyb2a004660	NA	280	470	321	470	372	333	287	377	420	312
Polyb2a004667	NA	1	3	4	0	2	2	2	2	0	4
Polyb2a004677	NA	695	1013	396	1205	656	906	209	739	1158	409
Polyb2a004688	NA	6	5	5	5	1	6	4	8	14	10
Polyb2a004687	NA	94	94	62	92	59	102	48	103	143	76
Polyb2a004653	NA	989	1273	787	1525	1118	1207	1109	1287	1416	776
Polyb2a004678	NA	1253	1586	1119	1622	1367	1450	1158	1752	1738	1484
Polyb2a004679	NA	7	8	2	10	4	4	5	9	27	5
Polyb2a004685	NA	161	158	88	161	193	161	59	208	293	107
Polyb2a004671	NA	63	76	57	58	82	68	50	72	85	51
Polyb2a004686	NA	161	224	186	253	161	201	214	184	213	196
Polyb2a004682	NA	655	572	500	556	644	543	494	848	938	601
Polyb2a004676	NA	534	691	518	737	708	586	509	730	826	626
Polyb2a004644	NA	391	509	333	608	601	469	311	523	572	408
Polyb2a004652	NA	218	187	124	201	238	188	62	288	392	124
Polyb2a004655	NA	424	563	304	650	521	494	365	523	791	373
Polyb2a004648	NA	404	444	266	710	318	505	269	344	540	352
Polyb2a004666	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004699	NA	2	0	0	3	0	0	2	2	3	5
Polyb2a004697	NA	0	0	0	0	0	0	0	0	1	1
Polyb2a004694	NA	0	0	0	0	0	0	0	2	1	1
Polyb2a004664	NA	0	0	0	0	1	0	0	2	1	1
Polyb2a004649	NA	0	0	0	1	0	0	0	0	1	4
Polyb2a004691	NA	0	0	0	1	0	1	0	0	2	1
Polyb2a011214	NA	600	491	498	455	598	449	483	881	857	548
Polyb2a011212	NA	145	84	93	84	155	77	48	138	175	143
Polyb2a011216	NA	17	31	11	17	18	22	13	18	46	14
Polyb2a011218	NA	415	506	379	578	494	495	419	564	542	428
Polyb2a011223	NA	1294	1538	980	1743	1599	1448	821	1563	1947	1216
Polyb2a011221	NA	199	193	161	228	213	180	182	219	228	224
Polyb2a011215	NA	4647	9020	687	11273	2615	6556	1210	2911	7388	2157
Polyb2a011220	NA	617	687	407	962	648	663	447	688	853	496
Polyb2a011217	NA	0	0	3	1	2	2	0	0	2	2
Polyb2a011219	NA	82	116	137	120	142	100	171	149	138	162
Polyb2a011213	NA	0	1	0	0	1	0	0	0	1	0
Polyb2a011222	NA	394	485	372	565	465	405	357	494	612	398
Polyb2a011211	NA	2	1	8	4	4	4	2	3	9	2
Polyb2a006336	NA	27	33	17	15	18	27	9	19	29	15
Polyb2a006329	NA	1137	1619	815	1933	1273	1555	679	1412	1761	774
Polyb2a006332	NA	593	866	579	739	684	614	514	884	863	794
Polyb2a006343	NA	58	79	108	79	91	68	182	89	70	125
