Geneid	gene_name	PO_Q1_1Aligned.sortedByCoord.out.bam	PO_Q3_1Aligned.sortedByCoord.out.bam	PO_W1_1Aligned.sortedByCoord.out.bam	PO_Q4_1Aligned.sortedByCoord.out.bam	PO_W2_1Aligned.sortedByCoord.out.bam	PO_Q5_1Aligned.sortedByCoord.out.bam	PO_W5_1Aligned.sortedByCoord.out.bam	PO_W4_1Aligned.sortedByCoord.out.bam	PO_Q2_1Aligned.sortedByCoord.out.bam	PO_W3_1Aligned.sortedByCoord.out.bam
Polyb2a006328	NA	1031	1140	830	1476	1047	1142	723	968	1271	934
Polyb2a006347	NA	136	186	118	204	162	162	97	185	195	142
Polyb2a006327	NA	286	384	305	375	332	301	313	399	395	326
Polyb2a006331	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a006345	NA	790	1086	593	1213	741	1066	582	979	1065	830
Polyb2a006334	NA	862	1260	516	1733	1399	1283	627	1050	1446	614
Polyb2a006344	NA	900	1589	335	2713	463	1724	503	523	1353	322
Polyb2a006330	NA	2424	2905	1053	1852	2904	1935	1038	3109	3373	1157
Polyb2a006339	NA	6370	5384	3187	5751	5480	4944	2088	5630	9897	3963
Polyb2a006333	NA	243	196	499	234	482	163	604	295	347	388
Polyb2a006348	NA	125	126	214	192	271	147	250	184	176	257
Polyb2a006337	NA	867	1157	815	1268	960	994	799	1170	1377	965
Polyb2a006341	NA	278	326	257	350	376	286	213	350	386	316
Polyb2a006338	NA	17	16	13	21	21	19	18	16	27	15
Polyb2a006335	NA	0	9	6	11	0	6	2	3	6	8
Polyb2a006342	NA	196	328	313	395	389	370	340	553	530	421
Polyb2a006340	NA	4	2	4	4	3	6	1	5	11	8
Polyb2a006346	NA	7	5	4	8	5	7	7	2	7	1
Polyb2a002709	NA	371	407	209	513	502	406	197	467	514	225
Polyb2a002705	NA	899	564	979	543	1323	464	1124	1430	905	965
Polyb2a002714	NA	3962	4832	3355	5577	3534	4606	3128	3951	5358	3593
Polyb2a002717	NA	4280	5657	8699	6300	8436	5088	12894	9005	5811	10893
Polyb2a002718	NA	8159	11246	8377	14840	15567	10893	9758	12631	12688	10855
Polyb2a002710	NA	690	792	562	831	942	662	472	944	1004	614
Polyb2a002720	NA	6	3	10	4	3	5	6	9	8	6
Polyb2a002707	NA	679	840	494	1106	724	956	484	800	989	588
Polyb2a002706	NA	284	341	281	447	360	361	255	406	421	309
Polyb2a002722	NA	604	669	399	633	662	637	343	796	903	512
Polyb2a002708	NA	327	317	424	317	383	307	366	475	363	400
Polyb2a002716	NA	499	688	463	867	604	581	429	696	739	531
Polyb2a002719	NA	631	793	412	939	580	731	243	632	965	398
Polyb2a002711	NA	200	120	120	146	288	140	79	218	260	171
Polyb2a002724	NA	629	916	580	1100	791	879	562	906	954	571
Polyb2a002712	NA	932	1095	834	1276	1182	1109	760	1208	1347	893
Polyb2a002721	NA	522	643	466	715	594	618	416	674	729	524
Polyb2a002715	NA	2316	2900	2060	3739	2358	2912	2025	2950	3240	2709
Polyb2a002713	NA	2675	3390	2026	4012	2640	3283	2072	2789	3969	2552
Polyb2a002723	NA	4	3	4	7	2	3	4	4	5	0
Polyb2a008190	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a010158	NA	10	7	9	12	15	11	15	13	12	9
Polyb2a010132	NA	703	945	403	1180	527	774	486	768	1049	571
Polyb2a010151	NA	518	641	439	1290	1056	693	589	502	782	689
Polyb2a010145	NA	2023	2306	1154	3699	2398	2216	2593	4515	3189	4178
Polyb2a010140	NA	31	20	16	7	33	5	9	35	47	20
Polyb2a010181	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a010166	NA	2	2	4	3	9	4	2	0	7	5
Polyb2a010127	NA	1507	1860	406	2370	1045	1819	510	1271	2355	543
Polyb2a010179	NA	410	603	215	719	234	509	325	442	593	302
Polyb2a010128	NA	882	1226	890	1225	999	1129	850	1243	1454	1003
Polyb2a010159	NA	120	173	101	195	173	144	118	142	161	192
Polyb2a010136	NA	3	11	6	9	5	7	1	7	13	7
Polyb2a010174	NA	70	127	99	170	112	114	106	126	148	103
Polyb2a010142	NA	1427	1770	1179	2102	1812	1646	1143	1876	2033	1569
Polyb2a010154	NA	1011	797	940	714	1232	655	780	1201	1295	1102
Polyb2a010146	NA	561	649	445	731	616	567	369	671	814	416
Polyb2a010160	NA	615	860	571	971	670	889	624	966	949	724
Polyb2a010165	NA	220	390	269	456	362	376	337	462	350	436
Polyb2a010169	NA	141	169	157	194	190	154	172	201	162	184
Polyb2a010125	NA	236	312	148	416	224	320	211	311	334	158
Polyb2a010138	NA	52	28	34	16	43	21	11	41	73	28
Polyb2a010182	NA	244	243	140	267	273	203	72	254	403	164
Polyb2a010143	NA	520	536	409	711	459	547	330	572	739	416
Polyb2a010148	NA	91	144	82	144	105	134	81	121	159	69
Polyb2a010131	NA	3	1	1	1	0	1	0	0	1	0
Polyb2a010150	NA	39	72	36	87	30	74	19	54	80	29
Polyb2a010177	NA	8	16	4	19	6	20	3	7	15	3
Polyb2a010133	NA	2082	844	1182	787	1912	835	916	2018	2771	1399
Polyb2a010152	NA	3265	3695	5763	4400	5782	3601	6293	6132	4432	5874
Polyb2a010164	NA	757	789	492	777	621	872	453	927	1102	655
Polyb2a010175	NA	469	503	382	473	505	463	390	587	655	446
Polyb2a010170	NA	204	265	191	272	227	194	237	283	265	229
Polyb2a010162	NA	348	547	303	776	614	542	297	696	701	382
Polyb2a010173	NA	645	740	594	889	746	645	635	820	808	608
Polyb2a010149	NA	989	1598	619	2213	974	1545	566	1086	1674	691
Polyb2a010163	NA	1704	1733	1440	1872	2158	1475	1054	1930	2633	1540
Polyb2a010178	NA	219	289	312	300	329	307	330	357	256	358
Polyb2a010147	NA	368	398	342	491	417	361	362	445	442	360
Polyb2a010129	NA	212	380	108	469	148	310	110	163	309	135
Polyb2a010172	NA	549	717	249	1059	683	851	248	586	916	293
Polyb2a010171	NA	338	541	389	636	442	648	216	550	629	332
Polyb2a010134	NA	742	694	471	712	876	687	309	776	1156	570
Polyb2a010156	NA	51	55	33	60	66	44	13	61	83	30
Polyb2a010130	NA	495	699	478	814	625	625	425	706	795	535
Polyb2a010167	NA	936	1365	627	1416	965	1283	636	1060	1492	838
Polyb2a010161	NA	296	368	214	422	315	358	229	321	431	249
Polyb2a010157	NA	689	889	655	1035	1086	781	458	1021	1052	708
Polyb2a010168	NA	1430	1794	1056	2143	1872	1718	1008	1654	2218	1233
Polyb2a010155	NA	452	610	445	748	549	576	404	588	660	491
Polyb2a010139	NA	282	406	219	454	332	336	253	377	440	247
Polyb2a010176	NA	97	174	115	144	135	115	101	161	165	101
Polyb2a010141	NA	646	696	522	752	714	657	496	850	1005	623
Polyb2a010153	NA	341	201	196	235	304	223	91	340	549	143
Polyb2a010180	NA	554	493	551	371	672	313	435	682	696	800
Polyb2a010135	NA	2136	2398	3029	2520	3191	1906	3758	3118	2574	3503
Polyb2a010144	NA	92	105	160	132	123	123	164	137	153	156
Polyb2a010137	NA	9157	2111	8940	1785	10092	2185	4398	9099	9458	15086
Polyb2a003149	NA	2	0	0	1	0	1	0	0	0	5
Polyb2a003152	NA	89	122	67	127	94	93	63	108	131	74
Polyb2a003157	NA	0	0	0	0	0	0	0	0	1	0
Polyb2a003160	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003150	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003155	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003159	NA	3	2	1	5	0	4	1	1	5	4
Polyb2a003151	NA	2929	3383	3000	4202	3849	2908	2542	4030	3820	3567
Polyb2a003147	NA	13	11	5	22	17	23	3	19	30	8
Polyb2a003158	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a003154	NA	0	1	1	2	2	1	0	0	0	2
Polyb2a003146	NA	905	517	452	641	721	546	305	784	1295	531
Polyb2a003153	NA	82	43	23	48	103	47	15	51	150	31
Polyb2a003148	NA	9	13	15	6	15	11	24	10	19	24
Polyb2a003156	NA	3367	2904	2064	2946	4553	2429	1285	3146	4985	2260
Polyb2a003161	NA	531	825	536	977	619	845	651	738	877	671
Polyb2a001961	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001963	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001959	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001958	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001943	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001946	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001949	NA	0	0	0	0	0	0	0	1	0	0
Polyb2a001944	NA	0	0	0	0	0	0	0	0	1	1
Polyb2a001957	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001952	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001956	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001948	NA	380	478	340	549	434	458	332	488	604	374
Polyb2a001950	NA	238	335	141	386	193	294	147	253	291	195
Polyb2a001953	NA	244	350	216	518	288	428	231	387	418	278
Polyb2a001945	NA	214	286	162	357	278	273	188	319	346	195
Polyb2a001955	NA	961	1218	598	1487	989	1149	586	1070	1391	670
Polyb2a001962	NA	588	647	530	668	647	555	525	752	789	557
Polyb2a001960	NA	210	248	196	254	310	253	178	319	291	283
Polyb2a001954	NA	81	59	24	56	52	54	31	89	128	26
Polyb2a001947	NA	214	235	87	209	147	198	121	218	371	85
Polyb2a001951	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a005101	NA	25	40	15	99	43	42	26	35	43	18
Polyb2a004074	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a004075	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a005894	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a012239	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000166	NA	1	0	1	1	0	0	1	0	0	3
Polyb2a000179	NA	141	158	107	180	177	182	107	157	189	135
Polyb2a000148	NA	720	738	561	791	737	726	452	955	1112	637
Polyb2a000147	NA	249	286	172	295	212	267	197	300	322	206
Polyb2a000158	NA	10	13	10	11	10	7	7	13	12	6
Polyb2a000170	NA	429	443	272	455	460	382	235	480	623	316
Polyb2a000162	NA	268	340	233	369	364	282	194	357	374	278
Polyb2a000156	NA	472	507	362	516	555	489	245	537	705	356
Polyb2a000157	NA	327	440	337	535	436	345	413	454	467	419
Polyb2a000143	NA	578	707	528	880	661	675	611	730	790	630
Polyb2a000160	NA	571	727	552	777	966	595	737	842	901	607
Polyb2a000145	NA	356	491	360	541	394	453	315	487	511	362
Polyb2a000159	NA	4	11	10	7	6	11	6	6	12	9
Polyb2a000146	NA	1273	1142	674	1177	1310	1164	505	1540	2094	818
Polyb2a000149	NA	74	127	122	164	125	144	209	206	173	180
Polyb2a000168	NA	430	382	274	392	467	406	194	550	647	323
Polyb2a000164	NA	850	964	534	1039	1046	854	479	978	1156	607
Polyb2a000153	NA	487	601	515	581	633	516	563	676	729	621
Polyb2a000152	NA	433	604	448	775	487	570	518	690	677	636
Polyb2a000155	NA	5	11	4	8	17	13	6	11	9	7
Polyb2a000174	NA	839	962	828	981	2414	769	454	1583	1566	741
Polyb2a000175	NA	239	224	305	195	484	165	364	501	293	469
Polyb2a000150	NA	88	132	76	135	77	90	66	124	109	112
Polyb2a000154	NA	394	452	398	440	449	402	386	582	568	502
Polyb2a000142	NA	336	413	210	407	348	362	221	395	482	286
Polyb2a000180	NA	3181	4083	2751	4585	4456	3809	2574	4666	5211	3237
Polyb2a000144	NA	694	678	660	885	1136	640	742	843	753	861
Polyb2a000163	NA	685	874	646	957	936	711	648	820	899	724
Polyb2a000169	NA	292	382	274	412	293	314	324	383	432	312
Polyb2a000141	NA	387	430	352	471	459	364	311	540	567	381
Polyb2a000151	NA	1024	1297	969	1481	982	1439	928	1476	1524	1016
Polyb2a000177	NA	720	708	408	718	601	566	352	849	1061	579
Polyb2a000167	NA	25	15	5	30	9	19	0	7	29	4
Polyb2a000161	NA	116	172	89	204	123	158	77	137	208	118
Polyb2a000171	NA	307	384	243	399	317	314	212	346	454	247
Polyb2a000173	NA	294	327	830	348	783	219	600	589	483	300
Polyb2a000165	NA	2	4	11	5	4	1	4	9	5	2
Polyb2a000178	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a000176	NA	108	171	91	139	105	144	115	147	173	131
Polyb2a004232	NA	0	0	0	0	0	0	0	0	0	2
Polyb2a004236	NA	1043	1465	764	1654	1252	1404	609	1297	1634	772
Polyb2a004233	NA	530	874	591	917	719	859	565	817	852	571
Polyb2a004239	NA	1500	1492	1051	1846	1696	1439	647	1738	2718	1185
Polyb2a004238	NA	376	363	526	320	446	301	634	672	494	605
Polyb2a004230	NA	17	16	9	12	7	17	3	10	16	8
Polyb2a004241	NA	1	0	0	0	3	1	2	3	0	1
Polyb2a004240	NA	755	417	464	440	852	400	303	847	1272	476
Polyb2a004235	NA	19	3	4	5	12	3	3	13	34	5
Polyb2a004237	NA	372	128	120	135	310	138	29	318	480	142
Polyb2a004231	NA	1000	739	696	715	1284	680	352	1218	1698	573
Polyb2a004234	NA	1319	1615	1269	1698	1603	1502	1549	1729	1898	1498
Polyb2a005084	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a005077	NA	50	55	30	59	57	40	29	55	85	23
Polyb2a005081	NA	50	48	52	53	38	41	51	44	64	51
Polyb2a005069	NA	380	490	282	602	327	460	426	423	542	368
Polyb2a005087	NA	273	355	339	385	354	345	308	353	370	319
Polyb2a005063	NA	315	340	215	298	399	292	130	288	511	208
Polyb2a005097	NA	1	0	0	1	2	2	0	1	5	0
Polyb2a005075	NA	470	582	415	640	548	556	435	647	750	428
Polyb2a005083	NA	266	155	188	142	270	147	183	316	378	197
Polyb2a005088	NA	71	92	58	97	64	76	48	66	104	75
Polyb2a005096	NA	244	321	256	373	413	276	278	406	407	331
Polyb2a005093	NA	249	321	265	346	346	336	229	345	421	303
Polyb2a005092	NA	3935	4314	2148	4593	3889	3607	1122	2737	6377	2067
Polyb2a005099	NA	1273	1572	1252	1718	1578	1400	1411	1770	2150	1408
Polyb2a005086	NA	323	449	294	502	383	401	330	427	468	329
Polyb2a005080	NA	70	85	42	86	90	107	48	85	107	62
Polyb2a005068	NA	15	14	15	31	22	21	16	23	20	18
Polyb2a005089	NA	5015	2418	4117	2348	6370	2341	2271	5485	7348	4595
Polyb2a005072	NA	1688	1089	2427	1029	2241	941	2411	2309	2049	2913
Polyb2a005091	NA	601	610	341	734	483	593	284	551	766	419
Polyb2a005085	NA	2	2	1	4	8	5	1	9	2	0
Polyb2a005095	NA	1721	1743	929	2121	1886	1625	815	1864	2820	1251
Polyb2a005090	NA	292	431	352	462	391	388	323	453	523	376
Polyb2a005071	NA	878	812	677	925	1093	790	643	1204	1271	791
Polyb2a005066	NA	55	63	59	56	56	39	62	88	120	119
Polyb2a005064	NA	3968	4618	4744	5639	3959	4551	4824	4475	4725	3544
Polyb2a005074	NA	309	373	282	388	328	338	253	419	458	299
Polyb2a005098	NA	367	485	325	620	305	481	370	444	507	372
Polyb2a005070	NA	738	755	556	753	925	698	499	988	1194	656
Polyb2a005065	NA	31	45	19	61	31	48	32	27	55	19
Polyb2a005082	NA	14	26	19	32	15	36	24	23	41	11
Polyb2a005067	NA	757	916	518	1037	628	827	547	851	1047	610
Polyb2a005073	NA	527	675	416	636	458	502	378	557	691	499
Polyb2a005079	NA	271	256	97	313	200	250	91	231	393	135
Polyb2a005076	NA	23	20	11	23	24	20	20	20	22	19
Polyb2a005094	NA	272	269	387	288	355	281	220	318	418	338
Polyb2a005078	NA	1	0	0	1	0	1	0	1	1	1
Polyb2a001462	NA	28	30	81	41	46	40	107	61	26	60
Polyb2a001464	NA	636	620	309	684	658	613	214	593	937	384
Polyb2a001460	NA	242	336	263	307	300	287	280	296	334	310
Polyb2a001461	NA	1431	1857	1195	2236	1465	1786	1112	1647	2061	1150
Polyb2a001459	NA	1281	1578	1356	1868	1714	1637	1281	1824	2015	1504
Polyb2a001466	NA	3	3	3	4	4	1	5	1	8	9
Polyb2a001463	NA	24	33	41	36	42	40	24	43	49	41
Polyb2a009176	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a009121	NA	1	0	2	0	0	3	0	0	2	0
Polyb2a009226	NA	136	219	144	259	191	230	111	184	275	172
Polyb2a009195	NA	1	0	0	0	5	0	0	2	0	0
Polyb2a009159	NA	5338	2928	7673	796	19344	612	6526	10261	4248	5634
Polyb2a009223	NA	640	676	647	785	1198	588	645	986	775	832
Polyb2a009130	NA	305	375	246	409	488	295	131	377	441	256
Polyb2a009161	NA	45	41	46	65	108	40	27	46	67	41
Polyb2a009119	NA	110	164	156	208	220	170	101	175	194	155
Polyb2a009142	NA	0	0	0	0	3	0	4	0	1	0
Polyb2a009169	NA	130	136	50	173	116	126	56	113	177	99
Polyb2a009126	NA	0	1	3	2	4	2	2	3	3	2
Polyb2a009215	NA	0	1	0	0	1	0	0	0	0	0
Polyb2a009122	NA	0	0	0	0	0	0	0	0	1	2
Polyb2a009234	NA	321	437	236	609	371	449	201	375	582	310
Polyb2a009136	NA	55	43	69	69	89	80	47	70	77	77
Polyb2a009152	NA	74	102	34	97	91	91	45	47	84	54
Polyb2a009222	NA	495	606	454	755	635	572	395	668	628	551
Polyb2a009185	NA	2699	4358	2208	7035	6046	3695	2103	4485	4871	2987
Polyb2a009170	NA	0	1	1	2	6	0	0	0	3	0
Polyb2a009172	NA	39	37	40	76	169	47	62	149	62	38
Polyb2a009207	NA	647	408	693	334	2673	164	286	1228	957	298
Polyb2a009217	NA	1974	2152	2221	3034	2583	2168	2069	2779	2814	2042
Polyb2a009148	NA	514	556	496	647	702	515	495	616	673	536
Polyb2a009132	NA	256	305	211	326	283	252	195	322	391	257
Polyb2a009155	NA	45	53	56	77	138	57	39	56	70	43
Polyb2a009220	NA	24	35	27	31	28	30	21	32	33	45
Polyb2a009187	NA	289	388	319	412	411	397	310	398	426	377
Polyb2a009125	NA	4	17	7	21	7	19	4	10	13	9
Polyb2a009180	NA	526	440	349	426	702	307	149	432	741	278
Polyb2a009206	NA	1661	1785	1768	2082	2518	1550	1692	2525	2511	1727
Polyb2a009208	NA	358	451	239	549	363	443	223	387	463	190
Polyb2a009224	NA	8	4	4	2	2	6	10	3	10	1
Polyb2a009167	NA	4	3	0	2	4	1	1	3	2	0
Polyb2a009210	NA	501	579	323	723	384	566	228	639	698	374
Polyb2a009211	NA	2	5	4	0	3	1	0	8	3	3
Polyb2a009189	NA	614	744	632	984	871	758	817	991	994	813
Polyb2a009225	NA	709	880	501	915	654	855	527	803	1019	718
Polyb2a009147	NA	3438	4559	1908	5570	2998	4233	1465	3598	5598	2837
Polyb2a009179	NA	1012	1609	1302	2146	1961	1593	1463	1637	1804	1431
Polyb2a009156	NA	1137	1614	1076	1978	1955	1511	701	1375	1985	955
Polyb2a009190	NA	527	606	272	650	507	522	166	556	871	348
Polyb2a009157	NA	1294	1390	1280	1413	2170	1276	1483	2104	1863	1822
Polyb2a009175	NA	501	581	312	756	412	571	348	544	856	370
Polyb2a009230	NA	50	71	55	95	50	74	49	94	106	82
Polyb2a009143	NA	371	415	282	525	345	434	221	395	493	328
Polyb2a009118	NA	1015	970	877	986	1058	952	862	1378	1492	982
Polyb2a009231	NA	430	647	393	647	511	518	488	590	683	568
Polyb2a009141	NA	2104	2692	1517	2883	2368	2951	871	3237	3515	1518
Polyb2a009138	NA	198	261	176	300	248	233	181	273	287	227
Polyb2a009151	NA	431	566	307	639	421	544	371	534	541	392
Polyb2a009124	NA	1703	1889	1367	2340	1463	1798	1437	1751	2192	1381
Polyb2a009165	NA	82	70	24	86	51	89	17	45	94	25
Polyb2a009144	NA	121	62	60	60	41	58	55	53	131	71
Polyb2a009117	NA	300	308	303	328	419	246	351	490	474	395
Polyb2a009178	NA	1974	2061	1081	2451	2086	1970	522	2328	3458	1247
Polyb2a009174	NA	180	253	168	274	199	211	166	272	294	216
Polyb2a009153	NA	198	213	252	193	200	209	258	271	252	216
Polyb2a009214	NA	1087	1464	831	1729	1275	1366	785	1302	1746	837
Polyb2a009181	NA	34	46	16	29	23	27	22	42	74	25
Polyb2a009160	NA	232	296	166	367	237	291	172	229	305	218
Polyb2a009205	NA	260	343	245	490	255	419	244	346	381	354
Polyb2a009162	NA	95	138	88	160	103	117	105	176	168	152
Polyb2a009191	NA	187	280	140	300	183	233	137	245	307	144
Polyb2a009134	NA	283	322	208	397	323	279	171	342	393	226
Polyb2a009129	NA	266	401	371	441	380	370	357	392	435	399
Polyb2a009166	NA	296	336	358	431	305	299	412	290	387	415
Polyb2a009204	NA	3300	4150	2630	4293	3545	3632	2719	4051	4492	3414
Polyb2a009229	NA	57	73	46	82	63	77	38	77	73	57
Polyb2a009120	NA	290	302	300	347	300	281	283	355	353	293
Polyb2a009133	NA	735	825	467	838	832	857	313	841	1196	529
Polyb2a009139	NA	830	1083	742	1394	900	1068	821	1030	1326	768
Polyb2a009233	NA	1920	1797	3919	1960	4000	1522	5053	3908	2041	4059
Polyb2a009221	NA	2477	2349	4526	2601	4602	2107	5718	4795	2770	5011
Polyb2a009199	NA	86	145	77	151	105	115	71	149	159	95
Polyb2a009186	NA	149	188	177	202	196	174	199	221	234	232
Polyb2a009209	NA	1239	1440	835	1662	1289	1453	754	1564	1972	998
Polyb2a009164	NA	1	0	0	0	0	0	1	1	3	1
Polyb2a009218	NA	4	3	1	0	1	6	0	3	13	1
Polyb2a009137	NA	4	11	7	9	2	3	5	3	1	4
Polyb2a009150	NA	2394	2448	1657	2827	2695	2161	1252	2826	3285	1970
Polyb2a009171	NA	395	328	333	293	391	266	305	464	521	374
Polyb2a009232	NA	390	252	304	232	390	253	262	463	522	352
Polyb2a009154	NA	1943	2184	1609	2568	2850	1988	1207	2396	2767	1531
Polyb2a009158	NA	813	610	549	685	928	582	267	1029	1570	646
Polyb2a009146	NA	27	11	18	25	17	15	15	28	39	29
Polyb2a009219	NA	12265	15998	10304	20221	14047	14269	5377	11933	16530	8425
Polyb2a009149	NA	453	359	285	537	310	354	64	261	525	138
Polyb2a009116	NA	2	1	4	3	9	2	1	7	4	0
Polyb2a009194	NA	3	2	1	2	0	3	0	2	2	0
Polyb2a009193	NA	106	86	53	97	123	73	24	108	147	53
Polyb2a009135	NA	118	103	78	121	158	111	47	112	206	80
Polyb2a009140	NA	422	329	164	347	319	322	98	374	596	227
Polyb2a009145	NA	132	117	67	144	126	86	24	156	268	88
Polyb2a009131	NA	451	484	443	422	545	449	412	634	683	524
Polyb2a009202	NA	4724	4086	10497	4368	11220	3472	11391	9534	5021	10643
Polyb2a009198	NA	377	446	339	468	399	404	304	470	538	350
Polyb2a009173	NA	1471	2059	1071	2049	1281	1808	1243	1695	1957	1341
Polyb2a009197	NA	410	618	320	786	368	572	382	461	542	503
Polyb2a009188	NA	873	985	649	958	1067	918	482	1284	1376	596
Polyb2a009203	NA	46	86	57	56	81	62	63	71	86	64
Polyb2a009183	NA	103	204	77	182	91	167	55	105	146	90
Polyb2a009123	NA	18	26	9	19	13	16	7	13	16	12
Polyb2a009163	NA	806	1225	473	1557	791	1201	294	813	1385	555
Polyb2a009201	NA	119	113	68	95	136	90	59	125	198	116
Polyb2a009213	NA	40	40	16	46	42	37	9	36	102	46
Polyb2a009200	NA	935	1289	565	1523	1038	1133	485	1051	1339	596
Polyb2a009228	NA	1849	2252	1901	2600	2218	1974	2039	2587	2546	1811
Polyb2a009216	NA	20	19	69	14	7	12	82	17	25	27
Polyb2a009192	NA	1455	1511	1008	1622	1586	1605	776	1775	2487	1195
Polyb2a009127	NA	2025	2414	1190	2843	2010	2550	981	2157	3130	1276
Polyb2a009184	NA	3738	3896	2596	4303	2881	3257	2392	3378	4624	2884
Polyb2a009128	NA	14	23	14	17	22	13	25	23	22	27
Polyb2a009227	NA	314	360	151	368	221	334	75	257	484	178
Polyb2a009212	NA	0	0	0	0	0	0	0	1	1	0
Polyb2a009196	NA	0	0	1	2	0	0	0	1	1	0
Polyb2a009182	NA	0	0	1	0	1	0	0	1	0	0
Polyb2a009177	NA	0	0	0	0	0	0	0	0	1	0
Polyb2a012231	NA	240	296	159	356	258	273	112	246	396	160
Polyb2a012235	NA	68	78	75	70	113	68	114	98	86	73
Polyb2a012223	NA	72	77	51	81	88	73	32	79	89	44
Polyb2a012230	NA	295	372	273	434	325	354	270	434	424	337
Polyb2a012225	NA	368	476	294	526	427	428	269	497	565	338
Polyb2a012234	NA	1116	1228	943	1272	1502	1192	871	1606	1810	1151
Polyb2a012232	NA	377	431	332	423	457	372	251	477	567	334
Polyb2a012228	NA	378	467	404	583	395	447	362	471	485	424
Polyb2a012236	NA	5777	6783	4646	7682	4240	5953	4513	4877	7739	5163
Polyb2a012229	NA	455	413	296	474	517	369	215	522	643	299
Polyb2a012226	NA	221	133	150	96	222	159	159	236	332	182
Polyb2a012233	NA	743	1078	805	1230	873	1073	942	1171	1197	872
Polyb2a012237	NA	554	707	571	759	717	692	490	888	930	539
Polyb2a012238	NA	14	18	22	20	25	7	29	40	27	28
Polyb2a012227	NA	968	877	755	800	996	801	597	1170	1466	791
Polyb2a001837	NA	505	475	376	452	516	433	279	637	779	419
Polyb2a001746	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001759	NA	106	41	67	37	130	27	22	145	144	35
Polyb2a001790	NA	1	1	0	1	0	0	0	0	0	0
Polyb2a001778	NA	0	0	0	1	1	0	2	1	0	0
Polyb2a001857	NA	0	0	0	0	1	0	0	0	0	0
Polyb2a001735	NA	427	401	304	584	475	413	236	448	736	333
Polyb2a001793	NA	207	169	102	204	199	180	117	185	296	140
Polyb2a001762	NA	13	7	6	12	21	14	6	16	27	9
Polyb2a001796	NA	104	134	71	172	90	121	82	118	146	64
Polyb2a001816	NA	216	278	209	334	276	287	246	335	340	290
Polyb2a001797	NA	406	488	356	590	418	478	311	534	618	423
Polyb2a001733	NA	1	0	0	0	0	1	0	0	0	0
Polyb2a001810	NA	0	0	0	0	0	0	0	0	0	0
Polyb2a001699	NA	393	598	284	653	434	505	248	489	674	298
Polyb2a001811	NA	367	466	349	542	417	435	370	497	532	369
Polyb2a001697	NA	356	497	347	523	360	433	379	479	538	388
Polyb2a001851	NA	148	225	103	361	167	231	73	144	219	143
Polyb2a001702	NA	32	33	39	50	47	44	25	35	32	37
Polyb2a001764	NA	1226	1375	895	2045	1394	1349	846	1252	1731	890
Polyb2a001704	NA	56	72	54	102	43	67	45	69	120	52
Polyb2a001802	NA	28	19	33	28	24	28	33	29	41	38
Polyb2a001784	NA	61	70	34	94	56	79	17	45	91	46
Polyb2a001719	NA	156	187	125	162	157	176	107	190	251	133
Polyb2a001748	NA	550	702	517	852	594	679	529	720	747	581
Polyb2a001726	NA	0	1	0	2	2	0	2	1	0	2
Polyb2a001853	NA	467	505	377	604	512	477	288	515	603	401
Polyb2a001787	NA	324	547	321	780	503	580	395	560	622	327
Polyb2a001752	NA	475	610	426	870	581	729	411	684	760	458
Polyb2a001856	NA	426	459	324	503	445	437	365	496	583	403
Polyb2a001815	NA	0	0	0	4	0	1	0	1	3	0
Polyb2a001722	NA	150	196	140	263	190	252	148	213	219	201
Polyb2a001791	NA	874	1062	980	1132	1178	895	862	1279	1331	1039
Polyb2a001730	NA	728	831	1413	863	1482	711	1505	1432	902	1348
Polyb2a001808	NA	1590	1905	917	2458	1391	1825	622	1408	2269	1024
Polyb2a001713	NA	90	51	61	93	42	64	46	158	163	83
Polyb2a001749	NA	16	11	5	9	12	4	7	8	23	14
Polyb2a001820	NA	607	850	536	1047	706	793	428	858	912	546
Polyb2a001741	NA	587	595	498	675	602	539	447	661	789	498
Polyb2a001828	NA	1037	1140	1029	1324	862	1157	1135	991	1362	1173
