Geneid	gene_name	SRR2954866_1Aligned.sortedByCoord.out.bam	SRR2915407_1Aligned.sortedByCoord.out.bam
Caust.v2_006536	NA	5	4
Caust.v2_006537	NA	1	5
Caust.v2_006538	NA	130	119
Caust.v2_006539	NA	1	3
Caust.v2_006540	NA	3	4
Caust.v2_006541	NA	2	2
Caust.v2_006542	NA	0	0
Caust.v2_006543	NA	925	957
Caust.v2_006544	NA	10	8
Caust.v2_006545	NA	43	25
Caust.v2_006546	NA	611	631
Caust.v2_006547	NA	1	2
Caust.v2_006548	NA	0	1
Caust.v2_006549	NA	0	0
Caust.v2_006550	NA	0	0
Caust.v2_006551	NA	0	0
Caust.v2_006552	NA	0	0
Caust.v2_006553	NA	1	0
Caust.v2_006554	NA	3	3
Caust.v2_006555	NA	0	0
Caust.v2_006556	NA	0	0
Caust.v2_006557	NA	394	418
Caust.v2_006558	NA	6	8
Caust.v2_006559	NA	0	1
Caust.v2_006560	NA	1	1
Caust.v2_006561	NA	44	61
Caust.v2_006562	NA	561	530
Caust.v2_006563	NA	85	93
Caust.v2_006564	NA	4	5
Caust.v2_006565	NA	0	2
Caust.v2_006566	NA	4	6
Caust.v2_006567	NA	1	2
Caust.v2_006568	NA	22	13
Caust.v2_006569	NA	0	0
Caust.v2_006570	NA	150	138
Caust.v2_006571	NA	2	1
Caust.v2_006572	NA	1	0
Caust.v2_006573	NA	304	277
Caust.v2_006574	NA	129	148
Caust.v2_006575	NA	394	356
Caust.v2_006576	NA	12	13
Caust.v2_006577	NA	440	417
Caust.v2_006578	NA	2	0
Caust.v2_006579	NA	18	23
Caust.v2_022086	NA	0	0
Caust.v2_021334	NA	0	0
Caust.v2_021335	NA	0	0
Caust.v2_019527	NA	0	0
Caust.v2_019528	NA	0	0
Caust.v2_019529	NA	0	0
Caust.v2_022721	NA	0	0
Caust.v2_022672	NA	0	0
Caust.v2_022705	NA	0	0
Caust.v2_020129	NA	0	0
Caust.v2_020130	NA	0	0
Caust.v2_022414	NA	0	0
Caust.v2_022419	NA	0	0
Caust.v2_022584	NA	0	0
Caust.v2_022395	NA	0	0
Caust.v2_022297	NA	0	0
Caust.v2_019651	NA	0	0
Caust.v2_019652	NA	0	0
Caust.v2_014557	NA	0	0
Caust.v2_014558	NA	0	0
Caust.v2_014559	NA	0	2
Caust.v2_014560	NA	46	30
Caust.v2_014561	NA	0	0
Caust.v2_014562	NA	1	3
Caust.v2_014563	NA	0	0
Caust.v2_014564	NA	0	0
Caust.v2_014565	NA	19	18
Caust.v2_011840	NA	1	1
Caust.v2_011841	NA	0	0
Caust.v2_011842	NA	10	5
Caust.v2_011843	NA	0	1
Caust.v2_011844	NA	0	2
Caust.v2_011845	NA	0	0
Caust.v2_011846	NA	0	0
Caust.v2_011847	NA	0	0
Caust.v2_011848	NA	406	408
Caust.v2_011849	NA	17	12
Caust.v2_011850	NA	553	506
Caust.v2_011851	NA	2805	2864
Caust.v2_011852	NA	3	2
Caust.v2_011853	NA	143	126
Caust.v2_011854	NA	6	4
Caust.v2_011855	NA	0	0
Caust.v2_011856	NA	0	0
Caust.v2_011857	NA	0	0
Caust.v2_020891	NA	0	0
Caust.v2_016727	NA	4	8
Caust.v2_016728	NA	6	4
Caust.v2_016729	NA	526	576
Caust.v2_016730	NA	0	3
Caust.v2_018625	NA	0	0
Caust.v2_018626	NA	0	0
Caust.v2_019866	NA	0	0
Caust.v2_019867	NA	0	0
Caust.v2_021946	NA	0	0
Caust.v2_019556	NA	0	0
Caust.v2_019557	NA	0	0
Caust.v2_019558	NA	0	0
Caust.v2_019476	NA	0	0
Caust.v2_019477	NA	0	0
Caust.v2_020470	NA	0	0
Caust.v2_020471	NA	1	0
Caust.v2_016654	NA	0	0
Caust.v2_016655	NA	0	0
Caust.v2_016656	NA	687	710
Caust.v2_016657	NA	23	24
Caust.v2_016658	NA	0	0
Caust.v2_016659	NA	0	0
Caust.v2_016660	NA	1	1
Caust.v2_016661	NA	1	1
Caust.v2_008634	NA	0	0
Caust.v2_008635	NA	2086	2160
Caust.v2_008636	NA	11	18
Caust.v2_008637	NA	0	0
Caust.v2_008638	NA	4	4
Caust.v2_008639	NA	0	0
Caust.v2_008640	NA	0	1
Caust.v2_008641	NA	1963	2014
Caust.v2_008642	NA	762	801
Caust.v2_008643	NA	857	856
Caust.v2_008644	NA	30	25
Caust.v2_008645	NA	285	298
Caust.v2_008646	NA	29	20
Caust.v2_008647	NA	17	28
Caust.v2_008648	NA	379	431
Caust.v2_008649	NA	283	310
Caust.v2_008650	NA	3	3
Caust.v2_008651	NA	31	21
Caust.v2_008652	NA	30	37
Caust.v2_008653	NA	1	3
Caust.v2_008654	NA	1	1
Caust.v2_008655	NA	0	0
Caust.v2_008656	NA	1	1
Caust.v2_008657	NA	4	3
Caust.v2_008658	NA	20	23
Caust.v2_008659	NA	8	7
Caust.v2_008660	NA	3	2
Caust.v2_008661	NA	2	2
Caust.v2_008662	NA	0	1
Caust.v2_008663	NA	26	40
Caust.v2_008664	NA	1	5
Caust.v2_008665	NA	27	25
Caust.v2_021704	NA	0	0
Caust.v2_022444	NA	0	0
Caust.v2_021528	NA	0	0
Caust.v2_021185	NA	0	0
Caust.v2_022013	NA	0	0
Caust.v2_020251	NA	0	1
Caust.v2_020252	NA	0	1
Caust.v2_021852	NA	0	1
Caust.v2_020019	NA	0	0
Caust.v2_020020	NA	0	0
Caust.v2_019344	NA	0	0
Caust.v2_019345	NA	0	0
Caust.v2_019346	NA	0	0
Caust.v2_016549	NA	0	0
Caust.v2_016550	NA	0	0
Caust.v2_016551	NA	0	0
Caust.v2_016552	NA	0	0
Caust.v2_016553	NA	1	1
Caust.v2_016554	NA	0	0
Caust.v2_016555	NA	0	0
Caust.v2_016556	NA	0	0
Caust.v2_016557	NA	19	22
Caust.v2_016558	NA	0	1
Caust.v2_021876	NA	0	0
Caust.v2_021300	NA	0	0
Caust.v2_021798	NA	0	0
Caust.v2_021229	NA	2	1
Caust.v2_021768	NA	0	0
Caust.v2_011168	NA	0	0
Caust.v2_011169	NA	0	0
Caust.v2_011170	NA	0	0
Caust.v2_011171	NA	0	2
Caust.v2_011172	NA	57	55
Caust.v2_011173	NA	279	304
Caust.v2_011174	NA	12	5
Caust.v2_011175	NA	20	22
Caust.v2_011176	NA	34	48
Caust.v2_011177	NA	13	13
Caust.v2_011178	NA	0	0
Caust.v2_011179	NA	1	0
Caust.v2_017930	NA	2	2
Caust.v2_017931	NA	0	0
Caust.v2_017932	NA	8	11
Caust.v2_022435	NA	0	0
Caust.v2_022004	NA	0	0
Caust.v2_020258	NA	0	0
Caust.v2_020259	NA	0	0
Caust.v2_009545	NA	1	0
Caust.v2_009546	NA	0	1
Caust.v2_009547	NA	1	4
Caust.v2_009548	NA	54	65
Caust.v2_009549	NA	126	119
Caust.v2_009550	NA	3	4
Caust.v2_009551	NA	3	6
Caust.v2_009552	NA	1	0
Caust.v2_009553	NA	1	0
Caust.v2_009554	NA	0	0
Caust.v2_009555	NA	19	24
Caust.v2_009556	NA	7	4
Caust.v2_009557	NA	238	211
Caust.v2_009558	NA	99	118
Caust.v2_009559	NA	1	1
Caust.v2_009560	NA	1	0
Caust.v2_017969	NA	0	0
Caust.v2_017970	NA	0	0
Caust.v2_017971	NA	0	0
Caust.v2_017972	NA	0	0
Caust.v2_014233	NA	14697	14814
Caust.v2_014234	NA	4	0
Caust.v2_014235	NA	6	5
Caust.v2_014236	NA	115	134
Caust.v2_014237	NA	0	5
Caust.v2_014238	NA	366	338
Caust.v2_014239	NA	2216	2268
Caust.v2_014240	NA	3	5
Caust.v2_014241	NA	238	233
Caust.v2_014242	NA	3	4
Caust.v2_014243	NA	0	2
Caust.v2_014244	NA	0	0
Caust.v2_019490	NA	0	0
Caust.v2_019491	NA	0	0
Caust.v2_019492	NA	0	0
Caust.v2_021046	NA	0	0
Caust.v2_021047	NA	0	0
Caust.v2_012914	NA	17	5
Caust.v2_012915	NA	89	108
Caust.v2_012916	NA	399	421
Caust.v2_012917	NA	0	0
Caust.v2_012918	NA	11	9
Caust.v2_012919	NA	0	0
Caust.v2_012920	NA	0	0
Caust.v2_012921	NA	0	1
Caust.v2_012922	NA	0	0
Caust.v2_012923	NA	0	0
Caust.v2_012924	NA	0	0
Caust.v2_012925	NA	0	0
Caust.v2_012926	NA	0	0
Caust.v2_012927	NA	0	0
Caust.v2_012928	NA	0	0
Caust.v2_012929	NA	0	0
Caust.v2_012930	NA	0	0
Caust.v2_022149	NA	0	0
Caust.v2_021390	NA	0	0
Caust.v2_016768	NA	0	0
Caust.v2_016769	NA	0	0
Caust.v2_016770	NA	0	1
Caust.v2_016771	NA	0	0
Caust.v2_016772	NA	72	53
Caust.v2_020750	NA	0	0
Caust.v2_020751	NA	0	0
Caust.v2_017700	NA	0	0
Caust.v2_017701	NA	0	0
Caust.v2_017702	NA	0	0
Caust.v2_017703	NA	3	4
Caust.v2_017704	NA	1	0
Caust.v2_022573	NA	0	0
Caust.v2_022601	NA	0	0
Caust.v2_021183	NA	0	0
Caust.v2_020468	NA	2	2
Caust.v2_022602	NA	0	1
Caust.v2_021583	NA	0	0
Caust.v2_013398	NA	0	0
Caust.v2_013399	NA	0	0
Caust.v2_013400	NA	18	21
Caust.v2_013401	NA	0	2
Caust.v2_013402	NA	0	0
Caust.v2_013403	NA	0	0
Caust.v2_013404	NA	0	0
Caust.v2_013405	NA	0	0
Caust.v2_013406	NA	0	0
Caust.v2_013407	NA	0	0
Caust.v2_013408	NA	0	0
Caust.v2_013409	NA	0	0
Caust.v2_013410	NA	1	0
Caust.v2_013411	NA	0	1
Caust.v2_013412	NA	0	0
Caust.v2_013413	NA	0	0
Caust.v2_013414	NA	0	0
Caust.v2_013415	NA	0	0
Caust.v2_013416	NA	0	0
Caust.v2_013417	NA	0	0
Caust.v2_013418	NA	0	0
Caust.v2_013419	NA	105	106
Caust.v2_013420	NA	2	0
Caust.v2_013421	NA	0	0
Caust.v2_013422	NA	1	1
Caust.v2_013423	NA	0	0
Caust.v2_017048	NA	0	0
Caust.v2_017049	NA	0	2
Caust.v2_017050	NA	0	0
Caust.v2_017051	NA	0	0
Caust.v2_017052	NA	0	0
Caust.v2_017053	NA	0	0
Caust.v2_017054	NA	0	0
Caust.v2_017055	NA	0	0
Caust.v2_011673	NA	0	0
Caust.v2_011674	NA	483	610
Caust.v2_011675	NA	22	29
Caust.v2_011676	NA	1046	1084
Caust.v2_011677	NA	0	2
Caust.v2_011678	NA	0	0
Caust.v2_011679	NA	0	0
Caust.v2_011680	NA	13	15
Caust.v2_011681	NA	0	0
Caust.v2_011682	NA	28	20
Caust.v2_011683	NA	189	174
Caust.v2_011684	NA	0	0
Caust.v2_011685	NA	0	1
Caust.v2_011686	NA	0	0
Caust.v2_011687	NA	2	0
Caust.v2_011688	NA	2	2
Caust.v2_011689	NA	15	15
Caust.v2_011690	NA	7	11
Caust.v2_011691	NA	5725	5772
Caust.v2_011692	NA	16	16
Caust.v2_011693	NA	4	4
Caust.v2_011694	NA	0	0
Caust.v2_011695	NA	0	0
Caust.v2_011696	NA	0	0
Caust.v2_011697	NA	0	0
Caust.v2_021249	NA	0	0
Caust.v2_021250	NA	0	0
Caust.v2_021921	NA	0	0
Caust.v2_017387	NA	0	0
Caust.v2_017388	NA	2	0
Caust.v2_017389	NA	0	0
Caust.v2_017390	NA	0	0
Caust.v2_017391	NA	0	1
Caust.v2_017392	NA	8	4
Caust.v2_020800	NA	0	1
Caust.v2_020542	NA	0	0
Caust.v2_020543	NA	0	0
Caust.v2_019128	NA	0	0
Caust.v2_019129	NA	0	0
Caust.v2_019130	NA	0	0
Caust.v2_019392	NA	1	0
Caust.v2_019393	NA	0	0
Caust.v2_019394	NA	0	0
Caust.v2_021007	NA	0	0
Caust.v2_021008	NA	0	0
Caust.v2_022394	NA	0	0
Caust.v2_022159	NA	0	0
Caust.v2_022695	NA	0	0
Caust.v2_021593	NA	0	0
Caust.v2_010335	NA	1	3
Caust.v2_010336	NA	113	103
Caust.v2_010337	NA	500	537
Caust.v2_010338	NA	0	0
Caust.v2_010339	NA	0	0
Caust.v2_010340	NA	8	5
Caust.v2_010341	NA	786	782
Caust.v2_010342	NA	182	185
Caust.v2_010343	NA	1	0
Caust.v2_010344	NA	0	0
Caust.v2_010345	NA	44	41
Caust.v2_010346	NA	1	0
Caust.v2_010347	NA	1064	1069
Caust.v2_010348	NA	7	8
Caust.v2_010349	NA	3	2
Caust.v2_010350	NA	0	2
Caust.v2_010351	NA	235	219
Caust.v2_010352	NA	4	5
Caust.v2_010353	NA	426	428
Caust.v2_010354	NA	0	2
Caust.v2_010355	NA	3	6
Caust.v2_010356	NA	31	22
Caust.v2_010357	NA	1	1
Caust.v2_010358	NA	8	7
Caust.v2_010359	NA	1	3
Caust.v2_010360	NA	714	799
Caust.v2_010361	NA	513	499
Caust.v2_010362	NA	0	1
Caust.v2_010363	NA	0	0
Caust.v2_016953	NA	0	0
Caust.v2_016954	NA	0	0
Caust.v2_016955	NA	0	0
Caust.v2_016956	NA	6	6
Caust.v2_016957	NA	0	0
Caust.v2_016958	NA	0	0
Caust.v2_016959	NA	0	0
Caust.v2_016960	NA	4	2
Caust.v2_018616	NA	5	7
Caust.v2_018617	NA	2	0
Caust.v2_022100	NA	0	0
Caust.v2_010471	NA	0	0
Caust.v2_010472	NA	1	0
Caust.v2_010473	NA	0	0
Caust.v2_010474	NA	4	4
Caust.v2_010475	NA	0	0
Caust.v2_010476	NA	0	0
Caust.v2_010477	NA	7	4
Caust.v2_010478	NA	0	0
Caust.v2_010479	NA	0	0
Caust.v2_010480	NA	0	0
Caust.v2_010481	NA	0	0
Caust.v2_010482	NA	0	0
Caust.v2_010483	NA	0	0
Caust.v2_010484	NA	9	8
Caust.v2_010485	NA	0	0
Caust.v2_010486	NA	0	0
Caust.v2_010487	NA	0	0
Caust.v2_010488	NA	2	1
Caust.v2_010489	NA	0	0
Caust.v2_010490	NA	0	0
Caust.v2_010491	NA	0	0
Caust.v2_010492	NA	0	0
Caust.v2_010493	NA	0	0
Caust.v2_010494	NA	0	0
Caust.v2_010495	NA	0	0
Caust.v2_010496	NA	0	0
Caust.v2_010497	NA	0	0
Caust.v2_010498	NA	0	0
Caust.v2_010499	NA	1	0
Caust.v2_010500	NA	0	0
Caust.v2_010501	NA	0	0
Caust.v2_010502	NA	0	0
Caust.v2_010503	NA	2	1
Caust.v2_010504	NA	12	8
Caust.v2_010505	NA	0	0
Caust.v2_010506	NA	1	1
Caust.v2_010507	NA	0	0
Caust.v2_010508	NA	0	0
Caust.v2_010509	NA	0	0
Caust.v2_010510	NA	0	0
Caust.v2_010511	NA	0	0
Caust.v2_015300	NA	0	0
Caust.v2_015301	NA	0	0
Caust.v2_015302	NA	0	0
Caust.v2_015303	NA	0	0
Caust.v2_015304	NA	0	0
Caust.v2_015305	NA	0	0
Caust.v2_015306	NA	0	0
Caust.v2_015307	NA	0	0
Caust.v2_015308	NA	0	0
Caust.v2_015309	NA	0	0
Caust.v2_015310	NA	0	0
Caust.v2_015311	NA	0	0
Caust.v2_015312	NA	0	0
Caust.v2_015313	NA	0	0
Caust.v2_015314	NA	0	0
Caust.v2_015315	NA	0	0
Caust.v2_015316	NA	0	0
Caust.v2_018712	NA	0	0
Caust.v2_018713	NA	0	0
Caust.v2_018714	NA	0	0
Caust.v2_018715	NA	0	0
Caust.v2_021787	NA	0	0
Caust.v2_021371	NA	0	0
Caust.v2_017232	NA	167	159
Caust.v2_017233	NA	4	2
Caust.v2_003401	NA	1	0
Caust.v2_003402	NA	1	1
Caust.v2_003403	NA	0	0
Caust.v2_003404	NA	0	1
Caust.v2_003405	NA	0	0
Caust.v2_003406	NA	0	0
Caust.v2_003407	NA	0	0
Caust.v2_003408	NA	0	0
Caust.v2_003409	NA	0	0
Caust.v2_003410	NA	0	0
Caust.v2_003411	NA	435	379
Caust.v2_003412	NA	0	0
Caust.v2_003413	NA	6	5
Caust.v2_003414	NA	9	9
Caust.v2_003415	NA	101	114
Caust.v2_003416	NA	5	4
Caust.v2_003417	NA	3	1
Caust.v2_003418	NA	4	0
Caust.v2_003419	NA	10	12
Caust.v2_003420	NA	7	8
Caust.v2_003421	NA	19	26
Caust.v2_003422	NA	6	7
Caust.v2_003423	NA	0	0
Caust.v2_003424	NA	0	0
Caust.v2_003425	NA	15	13
Caust.v2_003426	NA	148	132
Caust.v2_003427	NA	97	93
Caust.v2_003428	NA	603	656
Caust.v2_003429	NA	2181	2275
Caust.v2_003430	NA	41	29
Caust.v2_003431	NA	40	33
Caust.v2_003432	NA	2	2
Caust.v2_003433	NA	4	6
Caust.v2_003434	NA	3305	3400
Caust.v2_003435	NA	40	33
Caust.v2_003436	NA	41	36
Caust.v2_003437	NA	0	1
Caust.v2_003438	NA	0	0
Caust.v2_003439	NA	0	0
Caust.v2_003440	NA	1	0
Caust.v2_003441	NA	0	0
Caust.v2_003442	NA	0	0
Caust.v2_003443	NA	0	0
Caust.v2_003444	NA	0	1
Caust.v2_003445	NA	0	0
Caust.v2_003446	NA	0	0
Caust.v2_003447	NA	0	0
Caust.v2_003448	NA	0	0
Caust.v2_003449	NA	0	0
Caust.v2_003450	NA	6	4
Caust.v2_003451	NA	13	7
Caust.v2_003452	NA	0	0
Caust.v2_003453	NA	0	0
Caust.v2_003454	NA	0	0
Caust.v2_003455	NA	0	0
Caust.v2_003456	NA	0	0
Caust.v2_003457	NA	0	0
Caust.v2_003458	NA	0	0
Caust.v2_003459	NA	0	0
Caust.v2_003460	NA	1	1
Caust.v2_003461	NA	0	0
Caust.v2_003462	NA	0	0
Caust.v2_003463	NA	0	0
Caust.v2_003464	NA	0	0
Caust.v2_003465	NA	0	1
Caust.v2_003466	NA	1	4
Caust.v2_003467	NA	483	527
Caust.v2_003468	NA	0	0
Caust.v2_003469	NA	0	0
Caust.v2_003470	NA	0	0
Caust.v2_003471	NA	0	1
Caust.v2_003472	NA	53	69
Caust.v2_003473	NA	119	115
Caust.v2_003474	NA	0	0
Caust.v2_003475	NA	31	23
Caust.v2_003476	NA	13	7
Caust.v2_003477	NA	0	0
Caust.v2_003478	NA	0	5
Caust.v2_003479	NA	2315	2395
Caust.v2_003480	NA	1	0
Caust.v2_003481	NA	3	2
Caust.v2_003482	NA	5	0
Caust.v2_003483	NA	0	0
Caust.v2_003484	NA	7	7
Caust.v2_003485	NA	0	0
Caust.v2_003486	NA	0	0
Caust.v2_003487	NA	0	0
Caust.v2_003488	NA	6	3
Caust.v2_003489	NA	5	3
Caust.v2_003490	NA	51	47
Caust.v2_003491	NA	22	18
Caust.v2_003492	NA	8	11
Caust.v2_003493	NA	8	9
Caust.v2_003494	NA	195	193
Caust.v2_003495	NA	244	207
Caust.v2_003496	NA	2	0
Caust.v2_003497	NA	110	103
Caust.v2_003498	NA	3	3
Caust.v2_003499	NA	1	3
Caust.v2_003500	NA	1387	1461
Caust.v2_003501	NA	0	0
Caust.v2_003502	NA	32	29
Caust.v2_003503	NA	306	296
Caust.v2_003504	NA	28	33
Caust.v2_003505	NA	506	553
Caust.v2_003506	NA	235	232
Caust.v2_003507	NA	44	39
Caust.v2_003508	NA	1	1
Caust.v2_003509	NA	40	30
Caust.v2_003510	NA	0	0
Caust.v2_003511	NA	0	0
Caust.v2_003512	NA	0	0
Caust.v2_003513	NA	0	0
Caust.v2_022737	NA	0	0
Caust.v2_017474	NA	0	0
Caust.v2_017475	NA	4	1
Caust.v2_017476	NA	0	0
Caust.v2_017477	NA	0	0
Caust.v2_022568	NA	0	0
Caust.v2_018754	NA	0	0
Caust.v2_018755	NA	0	0
Caust.v2_018756	NA	0	0
Caust.v2_018757	NA	0	0
Caust.v2_018758	NA	0	0
Caust.v2_021043	NA	1	1
Caust.v2_022679	NA	0	0
Caust.v2_021587	NA	3	7
Caust.v2_011569	NA	0	0
Caust.v2_011570	NA	1	0
Caust.v2_011571	NA	0	0
Caust.v2_011572	NA	46	52
Caust.v2_011573	NA	14	11
Caust.v2_011574	NA	0	0
Caust.v2_011575	NA	2	0
Caust.v2_011576	NA	335	327
Caust.v2_011577	NA	10	13
Caust.v2_011578	NA	1048	1124
Caust.v2_016702	NA	0	0
Caust.v2_016703	NA	0	0
Caust.v2_016704	NA	0	0
Caust.v2_016705	NA	0	0
Caust.v2_016706	NA	0	0
Caust.v2_016707	NA	0	0
Caust.v2_016708	NA	0	0
Caust.v2_016709	NA	0	0
Caust.v2_016710	NA	0	0
Caust.v2_016711	NA	0	0
Caust.v2_012356	NA	0	0
Caust.v2_012357	NA	83	75
Caust.v2_012358	NA	1	1
Caust.v2_012359	NA	0	0
Caust.v2_012360	NA	8	8
Caust.v2_012361	NA	0	1
Caust.v2_012362	NA	0	0
Caust.v2_012363	NA	0	0
Caust.v2_012364	NA	0	0
Caust.v2_012365	NA	0	0
Caust.v2_012366	NA	0	0
Caust.v2_012367	NA	20	29
Caust.v2_012368	NA	0	0
Caust.v2_012369	NA	248	288
Caust.v2_012370	NA	1	4
Caust.v2_012371	NA	2	1
Caust.v2_012372	NA	0	0
Caust.v2_012373	NA	2	3
Caust.v2_012374	NA	0	0
Caust.v2_012375	NA	0	0
Caust.v2_020638	NA	0	0
Caust.v2_020639	NA	0	0
Caust.v2_021284	NA	0	0
Caust.v2_022545	NA	0	0
Caust.v2_020650	NA	0	0
Caust.v2_020651	NA	0	0
Caust.v2_022528	NA	0	2
Caust.v2_021795	NA	0	0
Caust.v2_019914	NA	0	0
Caust.v2_019915	NA	0	0
Caust.v2_019109	NA	0	0
Caust.v2_019110	NA	0	0
Caust.v2_019111	NA	0	0
Caust.v2_019112	NA	0	0
Caust.v2_019113	NA	0	0
Caust.v2_017796	NA	0	0
Caust.v2_017797	NA	193	214
Caust.v2_017798	NA	1	0
Caust.v2_017799	NA	0	2
Caust.v2_017800	NA	1	0
Caust.v2_017801	NA	4	8
Caust.v2_022083	NA	0	0
Caust.v2_021488	NA	0	0
Caust.v2_018770	NA	0	2
Caust.v2_018771	NA	0	0
Caust.v2_018772	NA	0	0
Caust.v2_018773	NA	0	0
Caust.v2_019984	NA	0	0
Caust.v2_019985	NA	0	0
Caust.v2_022053	NA	0	0
Caust.v2_013444	NA	0	0
Caust.v2_013445	NA	0	0
Caust.v2_013446	NA	23	26
Caust.v2_013447	NA	33	34
Caust.v2_013448	NA	4	1
Caust.v2_013449	NA	0	0
Caust.v2_013450	NA	2	3
Caust.v2_013451	NA	10	18
Caust.v2_013452	NA	27	22
Caust.v2_013453	NA	0	0
Caust.v2_013454	NA	0	0
Caust.v2_013455	NA	0	0
Caust.v2_013456	NA	0	0
Caust.v2_013457	NA	0	1
Caust.v2_013458	NA	0	0
Caust.v2_017705	NA	0	0
Caust.v2_017706	NA	0	0
Caust.v2_017707	NA	0	0
Caust.v2_017708	NA	0	0
Caust.v2_017709	NA	0	0
Caust.v2_017710	NA	0	0
Caust.v2_018329	NA	0	0
Caust.v2_018330	NA	0	0
Caust.v2_018331	NA	0	0
Caust.v2_018332	NA	0	0
Caust.v2_022325	NA	0	0
Caust.v2_022689	NA	0	0
Caust.v2_015427	NA	0	0
Caust.v2_015428	NA	0	0
Caust.v2_015429	NA	0	0
Caust.v2_015430	NA	3	1
Caust.v2_015431	NA	3	2
Caust.v2_015432	NA	2	0
Caust.v2_015433	NA	116	121
Caust.v2_019561	NA	0	0
Caust.v2_019562	NA	1	3
Caust.v2_013311	NA	27	20
Caust.v2_013312	NA	9	15
Caust.v2_013313	NA	83	88
Caust.v2_013314	NA	1	3
Caust.v2_013315	NA	187	187
Caust.v2_013316	NA	17000	17751
Caust.v2_013317	NA	8	10
Caust.v2_013318	NA	11	10
Caust.v2_013319	NA	0	1
Caust.v2_013320	NA	0	1
Caust.v2_022434	NA	0	0
Caust.v2_004657	NA	10	14
Caust.v2_004658	NA	1	1
Caust.v2_004659	NA	2	4
Caust.v2_004660	NA	23	29
Caust.v2_004661	NA	89	88
Caust.v2_004662	NA	208	248
Caust.v2_004663	NA	8	11
Caust.v2_004664	NA	10	9
Caust.v2_004665	NA	30	35
Caust.v2_004666	NA	395	468
Caust.v2_004667	NA	2	6
Caust.v2_004668	NA	6	14
Caust.v2_004669	NA	28	27
Caust.v2_004670	NA	0	0
Caust.v2_004671	NA	23	17
Caust.v2_004672	NA	539	521
Caust.v2_004673	NA	848	812
Caust.v2_004674	NA	116	131
Caust.v2_004675	NA	50	46
Caust.v2_004676	NA	7	8
Caust.v2_004677	NA	103	128
Caust.v2_004678	NA	729	787
Caust.v2_004679	NA	11	9
Caust.v2_004680	NA	465	474
Caust.v2_004681	NA	317	286
Caust.v2_004682	NA	2	2
Caust.v2_004683	NA	7	10
Caust.v2_004684	NA	6	7
Caust.v2_004685	NA	40	49
Caust.v2_004686	NA	0	0
Caust.v2_004687	NA	1	1
Caust.v2_004688	NA	11	14
Caust.v2_004689	NA	2	3
Caust.v2_004690	NA	198	237
Caust.v2_004691	NA	76	84
Caust.v2_004692	NA	134	136
Caust.v2_004693	NA	1	0
Caust.v2_004694	NA	525	540
Caust.v2_004695	NA	2	0
Caust.v2_004696	NA	378	385
Caust.v2_004697	NA	0	0
Caust.v2_004698	NA	2	2
Caust.v2_004699	NA	0	0
Caust.v2_004700	NA	4	1
Caust.v2_004701	NA	2	1
Caust.v2_004702	NA	7	4
Caust.v2_004703	NA	508	533
Caust.v2_004704	NA	3	2
Caust.v2_004705	NA	75	77
Caust.v2_004706	NA	9	8
Caust.v2_004707	NA	0	0
Caust.v2_004708	NA	0	0
Caust.v2_004709	NA	0	1
Caust.v2_004710	NA	2	4
Caust.v2_004711	NA	14	22
Caust.v2_004712	NA	11	11
Caust.v2_004713	NA	2	1
Caust.v2_004714	NA	576	580
Caust.v2_004715	NA	74	68
Caust.v2_004716	NA	1	3
Caust.v2_004717	NA	17	17
Caust.v2_004718	NA	2	1
Caust.v2_004719	NA	0	0
Caust.v2_004720	NA	93	81
Caust.v2_004721	NA	0	3
Caust.v2_004722	NA	1	4
Caust.v2_004723	NA	0	0
Caust.v2_019467	NA	0	0
Caust.v2_021775	NA	0	0
Caust.v2_021081	NA	0	0
Caust.v2_019500	NA	1	2
Caust.v2_019501	NA	7	5
Caust.v2_019502	NA	0	0
Caust.v2_021376	NA	0	0
Caust.v2_021377	NA	0	0
Caust.v2_014376	NA	0	0
Caust.v2_014377	NA	1	1
Caust.v2_014378	NA	2	3
Caust.v2_014379	NA	1	0
Caust.v2_014380	NA	0	0
Caust.v2_014381	NA	0	0
Caust.v2_014382	NA	0	0
Caust.v2_014383	NA	0	0
Caust.v2_014384	NA	0	0
Caust.v2_014385	NA	14	21
Caust.v2_014386	NA	0	1
Caust.v2_014387	NA	0	0
Caust.v2_014388	NA	0	0
Caust.v2_014389	NA	0	0
Caust.v2_014390	NA	0	0
Caust.v2_014391	NA	0	0
Caust.v2_019765	NA	0	1
Caust.v2_008142	NA	5	9
Caust.v2_008143	NA	2	8
Caust.v2_008144	NA	0	1
Caust.v2_008145	NA	1	1
Caust.v2_008146	NA	1	0
Caust.v2_008147	NA	2	2
Caust.v2_008148	NA	0	0
Caust.v2_008149	NA	0	1
Caust.v2_008150	NA	0	0
Caust.v2_008151	NA	0	0
Caust.v2_008152	NA	0	0
Caust.v2_008153	NA	3	4
Caust.v2_008154	NA	0	0
Caust.v2_008155	NA	146	126
Caust.v2_008156	NA	0	0
Caust.v2_008157	NA	143	118
Caust.v2_008158	NA	28	27
Caust.v2_008159	NA	254	255
Caust.v2_008160	NA	1	0
Caust.v2_008161	NA	2	0
Caust.v2_008162	NA	0	0
Caust.v2_008163	NA	0	0
Caust.v2_008164	NA	0	0
Caust.v2_008165	NA	5	3
Caust.v2_008166	NA	0	0
Caust.v2_008167	NA	0	0
